time_s,actual_x,actual_y,actual_yaw,cte_m
62.3990,5.9138,6.0753,-1.5986,0.0077
62.4991,5.9091,6.0413,-1.5985,0.0056
62.5992,5.9085,6.0026,-1.5947,0.0080
62.6991,5.9075,5.9540,-1.5906,0.0109
62.7998,5.9071,5.9272,-1.5874,0.0126
62.8993,5.9067,5.8797,-1.5798,0.0157
62.9992,5.9064,5.8403,-1.5734,0.0183
63.0995,5.9065,5.7881,-1.5652,0.0220
63.1992,5.9069,5.7507,-1.5629,0.0251
63.2989,5.9074,5.7139,-1.5582,0.0282
63.3993,5.9082,5.6668,-1.5511,0.0320
63.4994,5.9090,5.6283,-1.5468,0.0351
63.6000,5.9075,5.5735,-1.5432,0.0369
63.6991,5.9052,5.5252,-1.5422,0.0376
63.7991,5.9071,5.4764,-1.5358,0.0418
63.8993,5.9090,5.4373,-1.5300,0.0415
63.9996,5.9116,5.3887,-1.5244,0.0408
64.0997,5.9133,5.3605,-1.5198,0.0402
64.1998,5.9165,5.3052,-1.5132,0.0392
64.3000,5.9191,5.2432,-1.5076,0.0392
64.3991,5.9212,5.2148,-1.5033,0.0383
64.4991,5.9247,5.1674,-1.4977,0.0369
64.6005,5.9278,5.1287,-1.4953,0.0355
64.6993,5.9309,5.0901,-1.4927,0.0341
64.7991,5.9340,5.0520,-1.4896,0.0326
64.9002,5.9237,5.0273,-1.4895,0.0440
65.0006,5.9282,4.9799,-1.4856,0.0416
65.0995,5.9319,4.9413,-1.4826,0.0396
65.2005,5.9365,4.8938,-1.4786,0.0371
65.2990,5.9400,4.8565,-1.4757,0.0354
65.3996,5.9438,4.8179,-1.4737,0.0336
65.4994,5.9466,4.7757,-1.4833,0.0330
65.5998,5.9504,4.7291,-1.4840,0.0316
65.6996,5.9535,4.6897,-1.4857,0.0317
65.8012,5.9567,4.6521,-1.4883,0.0325
65.8999,5.9603,4.6039,-1.4909,0.0339
65.9996,5.9633,4.5651,-1.4936,0.0350
66.2007,5.9668,4.5014,-1.4961,0.0396
66.2993,5.9700,4.4616,-1.4953,0.0425
66.3991,5.9735,4.4219,-1.4942,0.0452
66.4994,5.9762,4.3921,-1.4926,0.0470
66.5998,5.9809,4.3426,-1.4884,0.0504
66.6993,5.9878,4.3029,-1.4685,0.0523
66.7991,5.9919,4.2761,-1.4591,0.0540
66.8994,5.9982,4.2278,-1.4490,0.0583
66.9991,6.0049,4.1801,-1.4398,0.0622
67.0998,6.0105,4.1419,-1.4295,0.0674
67.1994,6.0181,4.0940,-1.4120,0.0743
67.3992,6.0315,4.0445,-1.3674,0.0763
67.4991,6.0422,3.9974,-1.3393,0.0800
67.5994,6.0513,3.9612,-1.3144,0.0855
67.6991,6.0640,3.9166,-1.2812,0.0911
67.7995,6.0753,3.8808,-1.2538,0.0947
67.8991,6.0775,3.8595,-1.2243,0.1010
67.9992,6.0908,3.8244,-1.1918,0.1025
68.0994,6.1055,3.7890,-1.1572,0.1066
68.1996,6.1257,3.7457,-1.1116,0.1104
68.2997,6.1425,3.7130,-1.0781,0.1118
68.4007,6.1608,3.6801,-1.0464,0.1121
68.5995,6.1734,3.6349,-1.0072,0.1263
68.6993,6.1989,3.5961,-0.9677,0.1291
68.7995,6.2200,3.5664,-0.9360,0.1299
68.8996,6.2422,3.5369,-0.9097,0.1297
68.9989,6.2711,3.5014,-0.8666,0.1291
69.0991,6.3008,3.4680,-0.8241,0.0246
69.1992,6.3186,3.4469,-0.7797,0.0277
69.2995,6.3439,3.4227,-0.7434,0.0279
69.3999,6.3640,3.4047,-0.7163,0.0307
69.4997,6.3978,3.3765,-0.6697,0.0375
69.6008,6.4266,3.3546,-0.6291,0.0414
69.6991,6.4633,3.3292,-0.5813,0.0443
69.7991,6.4930,3.3170,-0.5478,0.0397
69.8993,6.5239,3.3023,-0.5188,0.0382
69.9997,6.5549,3.2852,-0.4855,0.0388
70.0995,6.5864,3.2693,-0.4495,0.0381
70.1996,6.6255,3.2514,-0.4050,0.0355
70.2993,6.6502,3.2412,-0.3781,0.0337
70.3999,6.6840,3.2284,-0.3441,0.0310
70.4993,6.7063,3.2483,-0.3047,0.0035
70.5993,6.7404,3.2383,-0.2677,0.0019
70.6990,6.7844,3.2272,-0.2236,0.0105
70.8018,6.8119,3.2214,-0.2006,0.0154
70.9003,6.8391,3.2161,-0.1806,0.0162
71.0000,6.8662,3.2114,-0.1591,0.0176
71.1009,6.9039,3.2277,-0.1144,0.0418
71.2000,6.9394,3.2242,-0.0834,0.0461
71.3005,6.9766,3.2216,-0.0517,0.0507
71.3999,7.0138,3.2202,-0.0204,0.0533
71.4995,7.0584,3.2203,0.0220,0.0581
71.5992,7.0947,3.2217,0.0569,0.0634
71.6992,7.1232,3.2323,0.1024,0.0750
71.7998,7.1606,3.2368,0.1361,0.0770
71.8994,7.2064,3.2439,0.1759,0.0810
71.9995,7.2428,3.2510,0.2117,0.0856
72.0994,7.2788,3.2594,0.2454,0.0856
72.1992,7.3141,3.2688,0.2788,0.0862
72.2993,7.3407,3.2774,0.3261,0.0880
72.4010,7.3648,3.2861,0.3564,0.0905
72.5000,7.3979,3.2991,0.3947,0.0909
72.5990,7.4394,3.3175,0.4426,0.0907
72.7000,7.4625,3.3288,0.4682,0.0915
72.7991,7.4945,3.3457,0.5071,0.0938
72.8992,7.5253,3.3636,0.5462,0.0923
72.9989,7.5563,3.3921,0.5949,0.0987
73.0997,7.5852,3.4123,0.6259,0.0995
73.1993,7.6137,3.4336,0.6590,0.1005
73.2993,7.6483,3.4615,0.7008,0.0975
73.4024,7.6683,3.4788,0.7266,0.0966
73.4993,7.6878,3.4966,0.7518,0.0964
73.5992,7.7057,3.5373,0.7903,0.1139
73.7000,7.7292,3.5634,0.8248,0.1121
73.7992,7.7532,3.5903,0.8570,0.1102
73.9006,7.7823,3.6250,0.8947,0.1095
73.9996,7.8045,3.6537,0.9297,0.1088
74.1012,7.8268,3.6830,0.9674,0.1050
74.1992,7.8535,3.7197,1.0148,0.1013
74.3005,7.8731,3.7521,1.0406,0.0202
74.4007,7.8904,3.7827,1.0711,0.0232
74.4999,7.9071,3.8142,1.1002,0.0253
74.5994,7.9194,3.8390,1.1206,0.0263
74.6992,7.9381,3.8799,1.1527,0.0264
74.8991,7.9485,3.9136,1.2162,0.0225
75.0001,7.9644,3.9588,1.2512,0.0199
75.0998,7.9760,3.9952,1.2747,0.0168
75.2001,7.9866,4.0315,1.2948,0.0128
75.2995,7.9965,4.0677,1.3141,0.0082
75.4002,8.0014,4.1125,1.3430,0.0043
75.5001,8.0095,4.1504,1.3603,0.0113
75.6009,8.0174,4.1887,1.3742,0.0186
75.6992,8.0245,4.2261,1.3889,0.0262
75.7990,8.0310,4.2626,1.4044,0.0342
75.8999,8.0387,4.3112,1.4235,0.0455
75.9998,8.0455,4.3595,1.4380,0.0576
76.1992,8.0586,4.3751,1.4422,0.0514
76.2999,8.0645,4.4233,1.4587,0.0632
76.4006,8.0677,4.4532,1.4694,0.0684
76.5007,8.0714,4.4915,1.4803,0.0756
76.5992,8.0747,4.5305,1.4904,0.0833
76.6993,8.0777,4.5699,1.4988,0.0914
76.7991,8.0818,4.6102,1.5105,0.0950
76.8994,8.0887,4.6635,1.5301,0.0968
76.9990,8.0900,4.6999,1.5382,0.1013
77.1002,8.0911,4.7404,1.5466,0.1067
77.2008,8.0921,4.7908,1.5558,0.1099
77.2990,8.0925,4.8279,1.5615,0.1126
77.3996,8.0938,4.8653,1.5656,0.1144
77.4997,8.1014,4.8998,1.5740,0.1097
77.5989,8.1011,4.9465,1.5799,0.1108
77.6988,8.1007,4.9874,1.5842,0.1119
77.7995,8.1000,5.0282,1.5870,0.1131
77.9018,8.0991,5.0791,1.5907,0.1138
77.9988,8.1003,5.1209,1.5970,0.1109
78.2005,8.1030,5.1793,1.6046,0.1058
78.3001,8.1019,5.2093,1.6051,0.1056
78.3996,8.1002,5.2596,1.6072,0.1036
78.4997,8.0986,5.3004,1.6098,0.1018
78.5989,8.0966,5.3496,1.6142,0.0997
78.6991,8.0865,5.3852,1.6303,0.1065
78.7992,8.0841,5.4262,1.6330,0.1046
78.9007,8.0808,5.4782,1.6336,0.1021
79.0000,8.0777,5.5285,1.6313,0.0997
79.0999,8.0752,5.5697,1.6301,0.0973
79.2002,8.0728,5.6109,1.6301,0.0948
79.3005,8.0716,5.6632,1.6248,0.0897
79.3999,8.0695,5.7044,1.6255,0.0218
79.4997,8.0672,5.7460,1.6273,0.0212
79.6009,8.0648,5.7876,1.6278,0.0207
79.6988,8.0624,5.8289,1.6298,0.0198
79.7993,8.0599,5.8714,1.6321,0.0188
79.8993,8.0572,5.9238,1.6370,0.0180
79.9991,8.0554,5.9509,1.6384,0.0173
80.0999,8.0526,5.9931,1.6394,0.0159
80.1998,8.0498,6.0331,1.6391,0.0146
80.2997,8.0464,6.0832,1.6375,0.0131
80.3997,8.0444,6.1133,1.6368,0.0122
80.4997,8.0417,6.1545,1.6359,0.0110
80.6012,8.0170,6.2986,1.6133,0.0086
80.6997,8.0149,6.3496,1.6123,0.0088
80.8004,8.0132,6.3898,1.6133,0.0091
80.8990,8.0110,6.4398,1.6140,0.0094
80.9998,8.0097,6.4700,1.6137,0.0096
81.1014,8.0077,6.5201,1.6116,0.0098
81.1990,8.0366,6.4400,1.6183,0.0162
81.3001,8.0343,6.4898,1.6184,0.0157
81.4004,8.0323,6.5298,1.6205,0.0151
81.4993,8.0302,6.5705,1.6231,0.0145
81.5998,8.0281,6.6100,1.6243,0.0138
81.6990,8.0260,6.6488,1.6233,0.0132
81.8993,8.0183,6.7060,1.6209,0.0076
81.9999,8.0163,6.7460,1.6212,0.0070
82.0999,8.0143,6.7857,1.6206,0.0065
82.1994,8.0118,6.8358,1.6210,0.0058
82.3007,8.0098,6.8760,1.6221,0.0052
82.4018,8.0126,6.9046,1.6202,0.0090
82.4992,8.0133,6.9383,1.6193,0.0109
82.6010,8.0107,6.9884,1.6212,0.0102
82.6995,8.0082,7.0383,1.6214,0.0094
82.7997,8.0067,7.0683,1.6204,0.0090
82.9004,8.0042,7.1183,1.6199,0.0084
83.0005,7.9973,7.1630,1.6228,0.0031
83.0992,7.9947,7.1922,1.6225,0.0016
83.1990,7.9923,7.2422,1.6198,0.0010
83.3003,7.9903,7.2830,1.6183,0.0005
83.3995,7.9889,7.3132,1.6176,0.0002
83.4992,7.9866,7.3638,1.6161,0.0003
83.6009,7.9891,7.4037,1.6135,0.0037
83.7041,7.9938,7.4369,1.6121,0.0095
83.7991,7.9925,7.4668,1.6125,0.0093
83.9003,7.9909,7.5068,1.6118,0.0092
83.9993,7.9885,7.5668,1.6113,0.0089
84.0993,7.9872,7.5979,1.6118,0.0088
84.2006,7.9856,7.6379,1.6113,0.0086
84.2993,8.0051,7.6683,1.6058,0.0292
84.4002,8.0064,7.7089,1.6054,0.0320
84.5011,8.0047,7.7585,1.6072,0.0321
84.6060,8.0035,7.7886,1.6079,0.0320
84.6999,8.0020,7.8290,1.6075,0.0439
84.7991,8.0006,7.8686,1.6070,0.0434
84.8992,8.0047,7.9394,1.6062,0.0352
85.0025,8.0097,8.0128,1.6028,0.0259
85.0993,8.0085,8.0527,1.6022,0.0247
85.1993,8.0069,8.1026,1.6025,0.0234
85.3015,8.0056,8.1426,1.6018,0.0222
85.3997,8.0045,8.1826,1.5998,0.0210
85.4991,8.0038,8.2212,1.5992,0.0193
85.6010,8.0038,8.2485,1.5999,0.0177
85.7016,8.0024,8.2986,1.5994,0.0162
85.7999,8.0012,8.3385,1.5991,0.0149
85.8999,8.0001,8.3784,1.6001,0.0137
86.0005,7.9986,8.4283,1.6005,0.0122
86.0992,7.9974,8.4683,1.6002,0.0110
86.2011,7.9940,8.5060,1.6041,0.0122
86.2997,7.9927,8.5458,1.6035,0.0112
86.3996,7.9914,8.5855,1.6016,0.0101
86.4993,7.9902,8.6253,1.5994,0.0089
86.5996,7.9888,8.6752,1.5988,0.0073
86.7008,7.9877,8.7151,1.5985,0.0061
86.7992,7.9892,8.7681,1.5978,0.0015
86.8993,7.9889,8.8235,1.5982,0.0015
87.0001,7.9875,8.8736,1.5972,0.0032
87.1000,7.9865,8.9137,1.5963,0.0045
87.1993,7.9855,8.9537,1.5961,0.0059
87.3011,7.9844,8.9938,1.5956,0.0073
87.3991,7.9831,9.0467,1.5951,0.0091
87.4993,7.9824,9.0770,1.5953,0.0102
87.5996,7.9812,9.1271,1.5946,0.0119
87.7000,7.9800,9.1768,1.5927,0.0137
87.7995,7.9792,9.2166,1.5918,0.0153
87.9001,7.9783,9.2567,1.5923,0.0168
87.9994,7.9758,9.2891,1.5976,0.0162
88.1001,7.9727,9.3103,1.6032,0.0144
88.2009,7.9714,9.3503,1.6034,0.0154
88.2991,7.9701,9.3904,1.6041,0.0165
88.4003,7.9688,9.4304,1.6040,0.0176
88.4988,7.9675,9.4705,1.6034,0.0186
88.5999,7.9662,9.5105,1.6032,0.0197
88.6996,7.9749,9.5447,1.6009,0.0305
88.7993,7.9789,9.5918,1.5983,0.0373
88.9000,7.9776,9.6421,1.5974,0.0389
89.0019,7.9768,9.6720,1.5975,0.0399
89.0989,7.9754,9.7221,1.5972,0.0416
89.2012,7.9747,9.7521,1.5970,0.0426
89.2999,7.9728,9.7934,1.5958,0.0432
89.3992,7.9714,9.8258,1.5947,0.0437
89.4994,7.9706,9.8558,1.5949,0.0447
89.5988,7.9695,9.9056,1.5939,0.0465
89.6990,7.9688,9.9355,1.5930,0.0477
89.8004,7.9680,9.9755,1.5919,0.0492
89.8995,7.9719,10.0285,1.5894,0.0563
89.9991,7.9772,10.0619,1.5870,0.0280
90.0995,7.9784,10.1133,1.5848,0.0331
90.2007,7.9777,10.1636,1.5836,0.0362
90.3023,7.9773,10.1937,1.5829,0.0381
90.3994,7.9768,10.2439,1.5819,0.0420
90.5004,7.9763,10.2839,1.5815,0.0455
90.5993,7.9924,10.3251,1.5811,0.0654
90.7001,7.9942,10.3577,1.5836,0.0704
90.7998,7.9937,10.3909,1.5873,0.0731
90.8993,7.9930,10.4285,1.5923,0.0760
90.9999,7.9925,10.4501,1.5956,0.0776
91.1005,7.9916,10.4833,1.6010,0.0799
91.2997,7.9896,10.5177,1.6119,0.0812
91.3998,7.9880,10.5467,1.6160,0.0824
91.4994,7.9868,10.5681,1.6195,0.0834
91.5994,7.9855,10.5927,1.6234,0.0844
91.7992,7.9843,10.6331,1.6247,0.0871
91.8999,7.9991,10.6578,1.6149,0.1042
91.9991,7.9982,10.6817,1.6146,0.1056
92.0994,7.9971,10.7115,1.6136,0.1074
92.2991,7.9953,10.7533,1.6132,0.1097
92.3991,7.9940,10.7835,1.6141,0.1112
92.5019,7.9927,10.8072,1.6164,0.1123
92.6999,7.9905,10.8460,1.6220,0.1138
92.7995,7.9893,10.8695,1.6258,0.1149
92.8991,7.9870,10.9173,1.6326,0.1173
93.9995,7.9881,10.9402,1.6395,0.1205
