time_s,actual_x,actual_y,actual_yaw,cte_m
137.2243,14.2128,3.0711,1.2585,0.1517
137.3248,14.2250,3.1097,1.2701,0.1500
137.4245,14.2335,3.1378,1.2785,0.0026
137.5244,14.2420,3.1667,1.2855,0.0035
137.6248,14.2531,3.2052,1.2934,0.0046
137.7254,14.2667,3.2549,1.3023,0.0054
137.8246,14.2743,3.2838,1.3071,0.0057
137.9256,14.2872,3.3329,1.3125,0.0060
138.0246,14.3005,3.3833,1.3149,0.0063
138.1253,14.3108,3.4229,1.3155,0.0065
138.2246,14.3240,3.4724,1.3137,0.0070
138.3254,14.3319,3.5019,1.3123,0.0073
138.4255,14.3454,3.5524,1.3103,0.0078
138.5254,14.3561,3.5923,1.3088,0.0082
138.6256,14.3698,3.6429,1.3072,0.0090
138.7245,14.3807,3.6834,1.3064,0.0095
138.8246,14.3916,3.7232,1.3063,0.0102
138.9247,14.4020,3.7716,1.3060,0.0082
139.0245,14.4126,3.8108,1.3061,0.0088
139.1245,14.4259,3.8601,1.3067,0.0094
139.2279,14.4340,3.8901,1.3070,0.0097
139.3253,14.4473,3.9397,1.3080,0.0103
139.4246,14.4579,3.9798,1.3090,0.0107
139.5249,14.4653,4.0074,1.3100,0.0109
139.6261,14.4787,4.0578,1.3113,0.0114
139.7246,14.4918,4.1073,1.3127,0.0118
139.8256,14.5053,4.1584,1.3139,0.0122
139.9250,14.5147,4.1945,1.3142,0.0124
140.0250,14.5248,4.2331,1.3148,0.0125
140.1266,14.5376,4.2824,1.3155,0.0127
140.2268,14.5470,4.3186,1.3157,0.0128
140.3251,14.5573,4.3582,1.3163,0.0130
140.4256,14.5673,4.3971,1.3167,0.0130
140.5256,14.5748,4.4262,1.3170,0.0130
140.6245,14.5848,4.4650,1.3174,0.0131
140.7243,14.5948,4.5038,1.3177,0.0131
140.8248,14.6046,4.5425,1.3181,0.0131
140.9254,14.6170,4.5909,1.3183,0.0130
141.0249,14.6269,4.6297,1.3184,0.0107
141.1255,14.6392,4.6737,1.3186,0.0008
141.2247,14.6466,4.6971,1.3190,0.0007
141.3257,14.6565,4.7357,1.3193,0.0008
141.4247,14.6664,4.7744,1.3195,0.0009
141.5251,14.6762,4.8131,1.3198,0.0010
141.6243,14.6861,4.8518,1.3199,0.0012
141.7254,14.6960,4.8906,1.3199,0.0013
141.8251,14.7059,4.9294,1.3201,0.0015
141.9255,14.7158,4.9681,1.3202,0.0017
142.0251,14.7282,5.0166,1.3203,0.0019
142.1249,14.7405,5.0650,1.3203,0.0020
142.2244,14.7504,5.1038,1.3205,0.0021
142.3249,14.7603,5.1425,1.3203,0.0023
142.4253,14.7702,5.1813,1.3203,0.0024
142.5248,14.7776,5.2103,1.3205,0.0026
142.6288,14.7900,5.2587,1.3207,0.0028
142.7245,14.7999,5.2974,1.3208,0.0029
142.8247,14.8122,5.3457,1.3213,0.0031
142.9248,14.8220,5.3845,1.3214,0.0031
143.0247,14.8319,5.4232,1.3213,0.0033
143.1250,14.8418,5.4619,1.3211,0.0035
143.2249,14.8516,5.5006,1.3214,0.0036
143.3243,14.8639,5.5490,1.3218,0.0037
143.6274,14.8955,5.6824,1.3232,0.0018
143.7259,14.9028,5.7131,1.3233,0.0014
143.8248,14.9126,5.7520,1.3234,0.0014
143.9244,14.9248,5.8004,1.3234,0.0015
144.0247,14.9346,5.8391,1.3231,0.0015
144.1243,14.9444,5.8778,1.3229,0.0017
144.2272,14.9543,5.9166,1.3229,0.0017
144.3267,14.9665,5.9650,1.3230,0.0018
144.4255,14.9763,6.0038,1.3230,0.0019
144.5250,14.9837,6.0329,1.3231,0.0019
144.6250,14.9934,6.0716,1.3232,0.0442
144.7251,15.0057,6.1200,1.3229,0.0429
144.8245,15.0180,6.1684,1.3226,0.0416
144.9264,15.0253,6.1975,1.3229,0.0409
145.0243,15.0351,6.2363,1.3228,0.0397
145.1243,15.0474,6.2847,1.3228,0.0382
145.2271,15.0596,6.3331,1.3227,0.0367
145.3245,15.0694,6.3718,1.3227,0.0355
145.4251,15.0768,6.4008,1.3225,0.0346
145.5245,15.0867,6.4394,1.3223,0.0333
145.6247,15.0967,6.4781,1.3220,0.0320
145.7248,15.1068,6.5170,1.3213,0.0305
145.8248,15.1196,6.5655,1.3201,0.0285
145.9255,15.1298,6.6042,1.3190,0.0269
146.0244,15.1401,6.6427,1.3164,0.0253
146.1250,15.1534,6.6907,1.3117,0.0226
146.2248,15.1616,6.7194,1.3088,0.0208
146.3258,15.1751,6.7664,1.3019,0.0179
146.5244,15.1939,6.8316,1.2877,0.0136
146.6259,15.2080,6.8786,1.2763,0.0100
146.7244,15.2170,6.9075,1.2689,0.0075
146.8259,15.2320,6.9536,1.2565,0.0028
146.9245,15.2415,6.9822,1.2472,0.0003
147.0244,15.2574,7.0278,1.2283,0.0059
147.1252,15.2741,7.0733,1.2110,0.0124
147.2246,15.2847,7.1011,1.1995,0.0167
147.3245,15.2992,7.1374,1.1828,0.0230
147.4249,15.3145,7.1738,1.1669,0.0301
147.5245,15.3342,7.2182,1.1421,0.0396
147.6251,15.3470,7.2458,1.1258,0.0462
147.7247,15.3732,7.2985,1.0944,0.0604
147.8248,15.3912,7.3394,1.0750,0.0690
147.9247,15.4101,7.3767,1.0578,0.0794
148.0243,15.4291,7.4098,1.0434,0.0311
148.1269,15.4541,7.4518,1.0289,0.0256
148.3244,15.4960,7.5197,1.0113,0.0053
148.4243,15.5107,7.5430,1.0062,0.0039
148.5242,15.5364,7.5830,0.9998,0.0200
148.6248,15.5564,7.6139,0.9966,0.0331
148.7263,15.5714,7.6370,0.9950,0.0436
148.8243,15.5949,7.6729,0.9928,0.0599
148.9243,15.6132,7.7010,0.9920,0.0728
149.0247,15.6319,7.7295,0.9914,0.0846
149.1243,15.6474,7.7531,0.9907,0.0901
149.2246,15.6692,7.7861,0.9894,0.0980
149.3248,15.6854,7.8103,0.9865,0.1039
149.4244,15.6984,7.8297,0.9843,0.1086
149.5243,15.7157,7.8554,0.9798,0.1088
149.6244,15.7333,7.8812,0.9733,0.1092
149.7244,15.7507,7.9065,0.9663,0.1098
149.8257,15.7684,7.9318,0.9577,0.1098
149.9245,15.7859,7.9563,0.9503,0.1049
150.0244,15.8078,7.9861,0.9388,0.0993
150.1248,15.8253,8.0095,0.9295,0.0952
150.2247,15.8464,8.0371,0.9176,0.0884
150.3245,15.8614,8.0563,0.9101,0.0807
