time_s,cmd_vx,odom_vx,cmd_delta,odom_delta
99.6701,0.5000,0.4982,0.0081,0.0072
99.7217,0.5000,0.4981,-0.0027,0.0054
99.7645,0.5000,0.4969,0.0077,0.0121
99.8143,0.5000,0.4985,0.0077,0.0038
99.8666,0.5000,0.4968,0.0152,0.0123
99.9194,0.5000,0.4984,0.0152,0.0033
99.9664,0.5000,0.4966,0.0162,0.0176
100.0136,0.5000,0.4977,0.0162,0.0181
100.0686,0.5000,0.4984,0.1054,0.0182
100.1158,0.5000,0.4971,0.1054,0.0165
100.1651,0.5000,0.5037,0.1456,0.0239
100.2140,0.5000,0.4816,0.1456,0.0987
100.2663,0.5000,0.4906,0.1679,0.0893
100.3148,0.5000,0.5175,0.1679,0.0970
100.3648,0.5000,0.4450,0.1716,0.1837
100.4153,0.5000,0.5103,0.1716,0.1679
100.4690,0.5000,0.5021,0.1712,0.1921
100.5158,0.5000,0.4523,0.1712,0.2020
100.5658,0.5000,0.5122,0.1701,0.1827
100.6144,0.5000,0.4620,0.1701,0.2238
100.6666,0.5000,0.4283,0.1499,0.2132
100.7154,0.5000,0.4889,0.1499,0.1445
100.7657,0.5000,0.4285,0.1296,0.1707
100.8173,0.5000,0.4983,0.1296,0.1627
100.8679,0.5000,0.4732,0.1107,0.1810
100.9148,0.5000,0.4023,0.1107,0.1659
100.9648,0.5000,0.4763,0.0990,0.1082
101.0139,0.5000,0.4763,0.0990,0.1152
101.0650,0.5000,0.4741,0.0898,0.1194
101.1144,0.5000,0.4737,0.0898,0.1107
101.1664,0.5000,0.4763,0.0750,0.0992
101.2139,0.5000,0.4768,0.0750,0.0971
101.2638,0.5000,0.4758,0.0585,0.1016
101.3153,0.5000,0.4812,0.0585,0.0783
101.3686,0.5000,0.4833,0.0461,0.0691
101.4153,0.5000,0.4822,0.0461,0.0673
101.4671,0.5000,0.4843,0.0384,0.0557
101.5142,0.5000,0.4832,0.0384,0.0566
101.5639,0.5000,0.4732,0.0294,0.0544
101.6143,0.5000,0.4744,0.0294,0.0411
101.6651,0.5000,0.4747,0.0120,0.0412
101.7212,0.5000,0.4896,0.0120,0.0309
101.7634,0.5000,0.4715,-0.0067,0.0293
101.8138,0.5000,0.4847,-0.0067,0.0186
101.8697,0.5000,0.4704,-0.0100,-0.0090
101.9176,0.5000,0.4925,-0.0100,-0.0047
101.9701,0.5000,0.4287,-0.0074,-0.0155
102.0151,0.5000,0.4415,-0.0074,-0.0106
102.0644,0.5000,0.5284,-0.0091,-0.0069
102.1164,0.5000,0.4619,-0.0091,-0.0143
102.1643,0.5000,0.4996,-0.0176,-0.0115
102.2149,0.5000,0.4994,-0.0176,-0.0115
102.2639,0.5000,0.4967,-0.0356,-0.0217
102.3146,0.5000,0.4983,-0.0356,-0.0193
102.3643,0.5000,0.4956,-0.0326,-0.0418
102.4138,0.5000,0.4948,-0.0326,-0.0312
102.4637,0.5000,0.4958,-0.0291,-0.0336
102.5137,0.5000,0.4958,-0.0291,-0.0242
102.5636,0.5000,0.4981,-0.0344,-0.0266
102.6134,0.5000,0.4988,-0.0344,-0.0203
102.6672,0.5000,0.4977,-0.0481,-0.0346
102.7134,0.5000,0.4960,-0.0481,-0.0320
102.7637,0.5000,0.4955,-0.0623,-0.0407
102.8159,0.5000,0.4904,-0.0623,-0.0566
102.8641,0.5000,0.4909,-0.0738,-0.0526
102.9154,0.5000,0.4918,-0.0738,-0.0414
102.9638,0.5000,0.4962,-0.0436,-0.0653
103.0150,0.5000,0.4884,-0.0436,-0.0742
103.0632,0.5000,0.4621,-0.0264,-0.0861
103.1199,0.5000,0.4914,-0.0264,-0.0291
103.1654,0.5000,0.4856,-0.0274,-0.0394
103.2156,0.5000,0.4961,-0.0274,-0.0250
103.2635,0.5000,0.4975,-0.0370,-0.0156
103.3169,0.5000,0.4951,-0.0370,-0.0208
103.3668,0.5000,0.4900,-0.0456,-0.0419
103.4130,0.5000,0.4902,-0.0456,-0.0400
103.4651,0.5000,0.4900,-0.0128,-0.0427
103.5151,0.5000,0.4904,-0.0128,-0.0466
103.5672,0.5000,0.4901,0.0021,-0.0419
103.6133,0.5000,0.4963,0.0021,-0.0140
103.6640,0.5000,0.5006,-0.0013,0.0022
103.7155,0.5000,0.5005,-0.0013,0.0020
103.7636,0.5000,0.5007,-0.0150,0.0027
103.8132,0.5000,0.4977,-0.0150,-0.0057
103.8706,0.5000,0.5028,-0.0228,-0.0146
103.9159,0.5000,0.5041,-0.0228,-0.0185
103.9664,0.5000,0.5048,0.0086,-0.0248
104.0131,0.5000,0.5035,0.0086,-0.0144
104.0632,0.5000,0.4978,0.0139,0.0089
104.1133,0.5000,0.4977,0.0139,0.0091
104.1641,0.5000,0.4974,0.0074,0.0104
104.2135,0.5000,0.4964,0.0074,0.0147
104.2642,0.5000,0.4988,0.0074,0.0047
104.3138,0.5000,0.4984,0.0336,0.0065
104.3652,0.5000,0.4982,0.0562,0.0075
104.4160,0.5000,0.4946,0.0562,0.0236
104.4635,0.5000,0.4889,0.0686,0.0460
104.5143,0.5000,0.4951,0.0686,0.0684
104.5638,0.5000,0.4924,0.0628,0.0694
104.6132,0.5000,0.4948,0.0628,0.0720
104.6635,0.5000,0.5070,0.0474,0.0692
104.7135,0.5000,0.4755,0.0474,0.0762
104.7643,0.5000,0.5024,0.0584,0.0520
104.8182,0.5000,0.4886,0.0584,0.0526
104.8636,0.4657,0.4882,-0.1086,0.0577
104.9178,0.4657,0.5039,-0.1301,0.0631
104.9679,0.4717,0.4366,-0.2903,0.0156
105.0172,0.4717,0.4405,-0.4380,-0.0592
105.0755,0.5000,0.4621,-0.3366,-0.1243
105.1142,0.5000,0.4836,-0.3366,-0.1554
105.1641,0.5000,0.4528,-0.1877,-0.2244
105.2145,0.5000,0.5190,-0.1728,-0.2186
105.2640,0.5000,0.5116,-0.2659,-0.1997
105.3131,0.5000,0.4749,-0.2659,-0.2169
105.3658,0.5000,0.5154,-0.3742,-0.2407
105.4145,0.5000,0.4623,-0.3742,-0.2958
105.4655,0.5000,0.4875,-0.4993,-0.3063
105.5141,0.5000,0.4707,-0.4993,-0.3516
105.5643,0.5000,0.4567,-0.6109,-0.3643
105.6136,0.5000,0.4719,-0.6109,-0.3596
105.6648,0.5000,0.4567,-0.6109,-0.3631
105.7137,0.5000,0.4460,-0.6109,-0.3890
105.7634,0.5000,0.5049,-0.6109,-0.4329
105.8139,0.5000,0.4890,-0.6109,-0.4753
105.8667,0.3977,0.4803,-0.6109,-0.4830
105.9152,0.3977,0.4735,-0.6109,-0.4922
105.9631,0.2727,0.4636,-0.6109,-0.4967
106.0133,0.2478,0.4050,-0.6109,-0.5055
106.0636,0.1804,0.3958,-0.6109,-0.5097
106.1138,0.1804,0.3522,-0.6109,-0.5031
106.1645,0.1532,0.2019,-0.6109,-0.3845
106.2132,0.1532,0.1352,-0.6109,-0.2428
106.2655,0.1332,0.1538,-0.6109,-0.3969
106.3153,0.1332,0.1399,-0.6109,-0.5075
106.3639,0.1277,0.1386,-0.6109,-0.5216
106.4154,0.1277,0.1392,-0.6109,-0.5082
106.4628,0.0111,0.1394,-0.6109,-0.5195
106.5136,0.0111,0.1382,-0.6109,-0.5126
106.5716,-0.0562,0.1308,0.6109,-0.4628
106.6162,-0.0562,0.1128,0.6109,-0.3882
106.6649,-0.0194,0.0099,0.6109,-0.2827
106.7132,-0.0194,-0.0249,0.6109,0.0063
106.7628,0.0673,-0.0762,-0.6109,0.0333
106.8131,0.0673,-0.0513,-0.6109,0.0060
106.8665,0.1230,-0.0448,-0.6109,0.0236
106.9133,0.1230,0.0250,-0.6109,-0.0253
106.9645,0.0939,0.1470,-0.6109,-0.1040
107.0127,0.0939,0.1321,-0.6109,-0.1826
107.0634,0.0908,0.1329,-0.6109,-0.2149
107.1164,0.0908,0.1384,-0.6109,-0.2257
107.1628,0.0315,0.1421,-0.6109,-0.2738
107.2127,0.0315,0.1308,-0.6109,-0.2896
107.2628,-0.0058,0.1126,0.4686,-0.2479
107.3155,-0.0058,0.1044,0.4686,-0.1930
107.3646,-0.0016,0.0302,0.6109,-0.1062
107.4165,-0.0016,0.0000,0.6109,0.0000
107.4628,0.0306,0.0000,-0.6109,0.0000
107.5147,0.0306,0.0000,-0.6109,0.0000
107.5633,0.0536,0.0485,-0.6109,-0.0057
107.6167,0.0536,0.1033,-0.6109,-0.0726
107.6653,0.0570,0.1042,-0.6109,-0.1057
107.7154,0.0570,0.1131,-0.6109,-0.1356
107.7662,0.0807,0.1611,0.3269,-0.1434
107.8148,0.0807,0.1091,0.4280,-0.1524
107.8708,0.1323,0.1469,0.6109,-0.0681
107.9135,0.1323,0.1536,0.6109,-0.0905
107.9635,0.1861,0.0983,0.6109,-0.0823
108.0132,0.1861,0.1036,0.6109,-0.0281
108.0678,0.0611,0.2357,0.6109,0.0300
108.1123,0.0000,0.1922,0.0000,0.1168
108.1637,0.0000,0.1630,0.0000,0.0885
108.2130,0.0000,0.0453,0.0000,0.0009
108.2632,0.0000,0.0013,0.0000,0.0318
108.3135,0.0000,-0.0001,0.0000,-0.0030
108.3652,0.0000,-0.0000,0.0000,0.0023
108.4126,0.0000,-0.0000,0.0000,0.0018
108.4690,0.0000,-0.0000,0.0000,0.0035
108.5134,0.0000,-0.0000,0.0000,0.0032
108.5650,0.0000,0.0000,0.0000,0.0000
108.6123,0.0000,0.0000,0.0000,0.0000
108.6641,0.0000,0.0000,0.0000,0.0000
108.7130,0.0000,0.0000,0.0000,0.0000
108.7653,0.0000,0.0000,0.0000,0.0000
108.8135,0.0000,0.0000,0.0000,0.0000
108.8652,0.0000,0.0000,0.0000,0.0000
108.9128,0.0000,0.0000,0.0000,0.0000
108.9622,0.0000,-0.0000,0.0000,0.0000
109.0145,0.0000,0.0000,0.0000,0.0000
109.0570,-0.1000,-0.0000,-0.0000,0.0000
109.1521,-0.1000,-0.0090,-0.0000,0.0000
109.2623,-0.1000,-0.0628,-0.0000,0.0000
109.3518,-0.1000,-0.0405,-0.0000,0.0000
109.4569,-0.1000,-0.0606,-0.0000,0.0000
109.5527,-0.1000,-0.0653,-0.0000,0.0018
109.6621,-0.1000,-0.0498,-0.0000,-0.0002
109.7535,-0.1000,-0.0887,-0.0000,0.0000
109.8559,-0.1000,-0.0708,-0.0000,0.0000
109.9532,-0.1000,-0.0682,-0.0000,0.0000
110.0585,-0.1000,-0.0783,-0.0000,-0.0001
110.1519,-0.1000,-0.0493,-0.0000,0.0000
110.2558,-0.1000,-0.0973,-0.0000,0.0001
110.3567,-0.1000,-0.0964,-0.0000,0.0002
110.4563,-0.1000,-0.0768,-0.0000,0.0002
110.5552,-0.1000,-0.1000,-0.0000,0.0011
110.6635,-0.1000,-0.1288,-0.0000,0.0007
110.7520,-0.1000,-0.0814,-0.0000,0.0007
110.8527,-0.1000,-0.0958,-0.0000,0.0005
110.9542,-0.1000,-0.0857,-0.0000,0.0004
111.0555,-0.1000,-0.1000,-0.0000,0.0000
111.1517,-0.1000,-0.1000,-0.0000,0.0001
111.2542,-0.1000,-0.1000,-0.0000,0.0003
111.3529,-0.1000,-0.1000,-0.0000,0.0005
111.4563,-0.1000,-0.1000,-0.0000,0.0003
111.5513,-0.1000,-0.1000,-0.0000,0.0004
111.6571,-0.1000,-0.1000,-0.0000,0.0006
111.7533,-0.1000,-0.1000,-0.0000,0.0009
111.8546,-0.1000,-0.1000,-0.0000,0.0009
111.9568,-0.1000,-0.1012,-0.0000,0.0007
112.0563,-0.1000,-0.1165,-0.0000,0.0001
112.1640,-0.1000,-0.1428,-0.0000,0.0000
112.2675,-0.1000,-0.1005,-0.0000,0.0019
112.3530,-0.1000,-0.1066,-0.0000,0.0006
112.4566,-0.1000,-0.1066,-0.0000,0.0000
112.5553,-0.1000,-0.1000,-0.0000,0.0000
112.6520,-0.1000,-0.1000,-0.0000,0.0000
112.7551,-0.1000,-0.1000,-0.0000,0.0000
112.8563,-0.1000,-0.1070,-0.0000,0.0000
112.9533,-0.1000,-0.1240,-0.0000,0.0015
113.0547,-0.1000,-0.1070,-0.0000,0.0006
113.1530,-0.1000,-0.1000,-0.0000,0.0000
113.2539,-0.1000,-0.1000,-0.0000,0.0000
113.3513,-0.1000,-0.1000,-0.0000,0.0000
113.4531,-0.1000,-0.1000,-0.0000,0.0000
113.5532,-0.1000,-0.1000,-0.0000,0.0000
113.6554,-0.1000,-0.1000,-0.0000,0.0000
113.7540,-0.1000,-0.1000,-0.0000,0.0000
113.8516,-0.1000,-0.1000,-0.0000,0.0000
113.9525,-0.1000,-0.1000,-0.0000,0.0000
114.0510,-0.1000,-0.1000,-0.0000,0.0000
114.1518,-0.1000,-0.1000,-0.0000,0.0000
114.2533,-0.1000,-0.1000,-0.0000,0.0000
114.3528,-0.1000,-0.1000,-0.0000,0.0000
114.4539,-0.1000,-0.1321,-0.0000,0.0018
114.5536,0.0000,-0.1259,0.0000,-0.0001
116.9119,0.0514,0.0000,-0.2759,0.0000
116.9655,0.0514,0.0000,-0.2759,0.0000
117.0118,0.1125,0.0168,-0.2159,-0.0024
117.0614,0.1125,0.0997,-0.2159,-0.0791
117.1202,0.1899,0.0746,-0.2085,-0.1306
117.1617,0.1899,0.0943,-0.2085,-0.1524
117.2116,0.2596,0.1482,-0.2545,-0.1667
117.2613,0.2596,0.1742,-0.2545,-0.1799
117.3149,0.3134,0.2208,-0.3309,-0.2100
117.3735,0.3134,0.2464,-0.3309,-0.2641
117.4125,0.3536,0.2602,-0.4139,-0.2799
117.4630,0.3835,0.3199,-0.4965,-0.2610
117.5115,0.3835,0.2712,-0.4965,-0.3850
117.5658,0.4108,0.2694,-0.5587,-0.3651
117.6119,0.4108,0.3693,-0.5587,-0.3033
117.6634,0.4108,0.3628,-0.5587,-0.3900
117.7108,0.4334,0.3818,-0.6109,-0.3369
117.7617,0.4334,0.3839,-0.6109,-0.3915
117.8108,0.4418,0.3783,-0.6109,-0.4366
117.8631,0.4418,0.3816,-0.6109,-0.4014
117.9124,0.4535,0.3846,-0.6109,-0.4096
117.9632,0.4754,0.3774,-0.6109,-0.4354
118.0113,0.4754,0.3754,-0.6109,-0.4438
118.0610,0.4754,0.4039,-0.6109,-0.4310
118.1161,0.5000,0.4085,-0.5889,-0.4766
118.1650,0.5000,0.4013,-0.5889,-0.4809
118.2108,0.5000,0.4239,-0.5851,-0.4856
118.2616,0.5000,0.4317,-0.5760,-0.4947
118.3137,0.5000,0.4234,-0.5760,-0.4884
118.3613,0.5000,0.4181,-0.5760,-0.4508
118.4116,0.5000,0.4345,-0.5373,-0.4690
118.4604,0.5000,0.4210,-0.5070,0.3167
118.5118,0.5000,0.4263,-0.5070,-0.2897
118.5620,0.5000,0.4165,-0.5070,-0.4473
118.6108,0.5000,0.4478,-0.4700,-0.4951
118.6624,0.5000,0.4120,-0.4700,-0.5231
118.7126,0.5000,0.4259,-0.4361,-0.4937
118.7621,0.5000,0.4329,-0.4361,-0.5007
118.8106,0.5000,0.4409,-0.3993,-0.4900
118.8631,0.5000,0.4441,-0.3993,-0.4520
118.9116,0.5000,0.4490,-0.3360,-0.4517
118.9648,0.5000,0.4525,-0.3360,-0.4387
119.0120,0.5000,0.4651,-0.2755,-0.4027
119.0627,0.5000,0.4705,-0.2755,-0.4199
119.1197,0.5000,0.4814,-0.2233,-0.3658
119.1618,0.5000,0.4786,-0.2233,-0.3593
119.2114,0.5000,0.4702,-0.1776,-0.3322
119.2624,0.5000,0.4465,-0.1497,-0.2334
119.3152,0.5000,0.4456,-0.1497,-0.1882
119.3616,0.5000,0.4461,-0.1497,-0.1716
119.4139,0.5000,0.4462,-0.1090,-0.1711
119.4638,0.5000,0.4458,-0.1090,-0.1723
119.5120,0.5000,0.4672,-0.0815,-0.1096
119.5611,0.5000,0.4663,-0.0815,-0.1075
119.6131,0.5000,0.4648,-0.0614,-0.0886
119.6651,0.5000,0.4793,-0.0614,-0.0685
119.7104,0.5000,0.4695,-0.0500,-0.0754
119.7621,0.5000,0.4512,-0.0500,-0.0682
119.8125,0.5000,0.4812,0.0020,-0.0552
119.8663,0.5000,0.4790,0.0020,-0.0595
119.9119,0.5000,0.4845,0.0403,-0.0028
119.9625,0.5000,0.4679,0.0403,0.0013
120.0164,0.5000,0.4826,0.0687,0.0363
120.0614,0.5000,0.4483,0.0687,0.0554
120.1104,0.5000,0.4505,0.0616,0.0562
120.1620,0.5000,0.4606,0.0616,0.0829
120.2132,0.5000,0.4742,0.0609,0.0727
120.2632,0.5000,0.4790,0.0609,0.0673
120.3145,0.5000,0.4785,0.0614,0.0694
120.3624,0.5000,0.4823,0.0614,0.0687
120.4112,0.5000,0.4827,0.0687,0.0706
120.4643,0.5000,0.4816,0.0687,0.0755
120.5180,0.5000,0.4814,0.1042,0.0763
120.5631,0.5000,0.4822,0.1042,0.0741
120.6112,0.5000,0.4807,0.1217,0.0860
120.6614,0.5000,0.4766,0.1217,0.1191
120.7108,0.5000,0.4735,0.1302,0.1171
120.7680,0.5000,0.4730,0.1302,0.1176
120.8102,0.5000,0.4661,0.1253,0.1468
120.8627,0.5000,0.4679,0.1253,0.1375
120.9134,0.5000,0.4679,0.1064,0.1395
120.9609,0.5000,0.4694,0.1064,0.1375
121.0162,0.5000,0.4745,0.1222,0.1125
121.0658,0.5000,0.4737,0.1222,0.1214
121.1113,0.5000,0.4730,0.1221,0.1178
121.1608,0.5000,0.4801,0.1221,0.1370
121.2105,0.5000,0.4932,0.1219,0.1270
121.2643,0.5000,0.4540,0.1219,0.1539
121.3127,0.5000,0.5009,0.1114,0.1318
121.3617,0.5000,0.4962,0.1114,0.1507
121.4135,0.5000,0.4344,0.0937,0.1532
121.4611,0.5000,0.4858,0.0937,0.1243
121.5129,0.5000,0.5096,0.1376,0.1061
121.5634,0.5000,0.4274,0.1376,0.1168
121.6104,0.5000,0.5172,0.1683,0.1108
121.6651,0.5000,0.4671,0.1683,0.1599
121.7113,0.5000,0.4411,0.1992,0.1880
121.7601,0.5000,0.5115,0.2083,0.1753
121.8111,0.5000,0.4580,0.2083,0.2016
121.8630,0.5000,0.4459,0.2083,0.2073
121.9133,0.5000,0.4696,0.2496,0.2210
121.9654,0.5000,0.4498,0.2496,0.2544
122.0115,0.5000,0.4527,0.2611,0.2443
122.0645,0.5000,0.4681,0.2611,0.2682
122.1103,0.5000,0.4699,0.2712,0.2984
122.1628,0.5000,0.4511,0.2712,0.3052
122.2103,0.5000,0.4923,0.2679,0.2772
122.2614,0.5000,0.4575,0.2679,0.3227
122.3190,0.5000,0.4558,0.2514,0.3027
122.3604,0.5000,0.4955,0.2514,0.3035
122.4104,0.5000,0.4670,0.2762,0.3313
122.4629,0.5000,0.4533,0.2825,0.2823
122.5135,0.5000,0.5177,0.2825,0.2565
122.5614,0.5000,0.4522,0.2825,0.3593
122.6112,0.5000,0.4750,0.2802,0.2927
122.6604,0.5000,0.4797,0.2802,-0.1552
122.7103,0.5000,0.4477,0.3591,-0.0530
122.7659,0.5000,0.4970,0.3591,0.3022
122.8145,0.4932,0.4783,0.4043,0.3643
122.8683,0.4932,0.4798,0.4043,0.3860
122.9101,0.4873,0.4787,0.4375,0.3917
122.9618,0.4873,0.4713,0.4375,0.4164
123.0108,0.4876,0.4605,0.4635,0.4416
123.0610,0.4876,0.4532,0.4635,0.4394
123.1118,0.4937,0.4393,0.4717,0.4416
123.1640,0.4937,0.4281,0.4717,0.4456
123.2118,0.5000,0.4338,0.4667,0.4436
123.2638,0.5000,0.4266,0.4667,0.4799
123.3110,0.5000,0.4448,0.4600,0.4391
123.3629,0.5000,0.4368,0.4600,0.4451
123.4100,0.5000,0.4343,0.4798,0.4651
123.4620,0.5000,0.4368,0.4798,0.3980
123.5099,0.5000,0.4402,0.4890,0.4464
123.5605,0.5000,0.4595,0.4890,0.4683
123.6122,0.5000,0.4355,0.4828,0.4824
123.6602,0.5000,0.4599,0.4828,0.5053
123.7099,0.5000,0.4375,0.4569,0.5172
123.7609,0.5000,0.4378,0.4569,0.5051
123.8103,0.5000,0.4503,0.4584,0.4905
123.8612,0.5000,0.4122,0.4514,0.5064
123.9114,0.5000,0.4694,0.4514,0.4735
123.9620,0.5000,0.4418,0.4514,0.5053
124.0184,0.5000,0.4162,0.4473,0.4934
124.0613,0.5000,0.4660,0.4473,0.4087
124.1112,0.5000,0.4106,0.4382,0.4517
124.1609,0.5000,0.4588,0.4382,0.4547
124.2184,0.5000,0.4306,0.4216,0.4571
124.2597,0.5000,0.4061,0.4216,0.4840
124.3096,0.5000,0.4783,0.4223,0.4343
124.3642,0.5000,0.4462,0.4223,0.3879
124.4132,0.5000,0.4539,0.4210,0.4282
124.4718,0.5000,0.4420,0.4210,0.4198
124.5105,0.5000,0.4242,0.4132,0.3988
124.5598,0.5000,0.4539,0.4132,0.4181
124.6095,0.5000,0.4257,0.4012,0.4459
124.6666,0.5000,0.4444,0.4012,0.3944
124.7178,0.5000,0.4338,0.3977,0.4391
124.7597,0.5000,0.4484,0.3977,0.4003
124.8123,0.5000,0.4275,0.3867,0.3775
124.8608,0.5000,0.4626,0.3671,0.3543
124.9108,0.5000,0.4412,0.3671,0.3213
124.9618,0.5000,0.4435,0.3671,0.3371
125.0096,0.5000,0.4349,0.3430,0.3657
125.0600,0.5000,0.4709,0.3430,0.3239
125.1099,0.5000,0.4413,0.3120,0.3213
125.1624,0.5000,0.4875,0.3120,0.3829
125.2114,0.5000,0.4642,0.2782,0.4048
125.2627,0.5000,0.4536,0.2782,0.3701
125.3109,0.5000,0.4507,0.3029,0.3279
125.3602,0.5000,0.4460,0.3029,0.3118
125.4125,0.5000,0.4686,0.3186,0.3101
125.4600,0.5000,0.4443,0.3186,0.3229
125.5107,0.5000,0.4734,0.3374,0.3068
125.5610,0.5000,0.4438,0.3374,0.3483
125.6101,0.5000,0.4625,0.3364,0.3324
125.6626,0.5000,0.4320,0.3364,0.3706
125.7096,0.5000,0.4607,0.3337,0.3665
125.7616,0.5000,0.4246,0.3337,0.3959
125.8164,0.5000,0.4674,0.3266,0.3534
125.8605,0.5000,0.4685,0.3266,0.3718
125.9105,0.5000,0.4641,0.3254,0.3572
125.9648,0.5000,0.4479,0.3254,0.3882
126.0099,0.5000,0.4471,0.3137,0.3715
126.0633,0.5000,0.4572,0.3137,0.3674
126.1097,0.5000,0.4299,0.3079,0.3474
126.1622,0.5000,0.4388,0.3079,0.3384
126.2106,0.5000,0.4686,0.2970,0.3036
126.2593,0.5000,0.4478,0.2970,0.3032
126.3092,0.5000,0.4724,0.2841,0.2867
126.3660,0.5000,0.4520,0.2841,0.3091
126.4094,0.5000,0.4613,0.2561,0.2834
126.4624,0.5000,0.4677,0.2561,0.3168
126.5101,0.5000,0.4610,0.2226,0.2882
126.5633,0.5000,0.4626,0.2226,0.2622
126.6112,0.5000,0.4686,0.1995,0.2673
126.6599,0.5000,0.4460,0.1995,0.2705
126.7148,0.5000,0.5080,0.1706,0.2369
126.7619,0.5000,0.4746,0.1358,0.2741
126.8177,0.5000,0.4558,0.1358,0.1928
126.8614,0.5000,0.4652,0.1135,0.1484
126.9103,0.5000,0.4638,0.1135,0.1550
126.9608,0.5000,0.4699,0.1135,0.1277
127.0108,0.5000,0.4688,0.1026,0.1326
127.0605,0.5000,0.4676,0.1026,0.1378
127.1106,0.5000,0.4721,0.0876,0.1177
127.1647,0.5000,0.4721,0.0876,0.1181
127.2093,0.5000,0.4773,0.0684,0.0954
127.2598,0.5000,0.4794,0.0684,0.0863
127.3092,0.5000,0.4826,0.0577,0.0702
127.3619,0.5000,0.4846,0.0577,0.0601
127.4107,0.5000,0.4866,0.0563,0.0659
127.4612,0.5000,0.4925,0.0563,0.0666
127.5126,0.5000,0.4985,0.0482,0.0685
127.5704,0.5000,0.4744,0.0482,0.0703
127.6131,0.5000,0.4991,0.0432,0.0541
127.6612,0.5000,0.4875,0.0432,0.0580
127.7091,0.5000,0.5060,0.0420,0.0365
127.7602,0.5000,0.5101,0.0400,0.0468
127.8114,0.5000,0.5029,0.0400,0.0508
127.8597,0.5000,0.5109,0.0400,0.0437
127.9108,0.5000,0.5105,0.0038,0.0459
127.9613,0.5000,0.5098,0.0038,0.0437
128.0091,0.5000,0.5024,-0.0224,0.0149
128.0592,0.5000,0.5004,-0.0350,0.0015
128.1093,0.5000,0.5002,-0.0350,0.0044
128.1595,0.5000,0.5047,-0.0356,-0.0271
128.2111,0.5000,0.5087,-0.0356,-0.0387
128.2619,0.5000,0.5103,-0.0356,-0.0442
128.3123,0.5000,0.5092,-0.0230,-0.0401
128.3602,0.5000,0.5097,-0.0230,-0.0409
128.4230,0.5000,0.5067,-0.0141,-0.0278
128.4592,0.5000,0.5048,-0.0141,-0.0193
128.5097,0.5000,0.5036,-0.0091,-0.0145
128.5606,0.5000,0.5018,-0.0091,-0.0071
128.6133,0.5000,0.5013,-0.0031,-0.0050
128.6625,0.5000,0.5015,-0.0031,-0.0059
128.7097,0.5000,0.5009,-0.0035,-0.0037
128.7606,0.5000,0.5004,-0.0035,-0.0015
128.8104,0.5000,0.5001,-0.0062,-0.0009
128.8617,0.5000,0.5007,-0.0062,-0.0028
128.9098,0.5000,0.4999,-0.0091,-0.0006
128.9613,0.5000,0.4998,-0.0091,-0.0010
129.0089,0.5000,0.4998,-0.0089,-0.0026
129.0611,0.5000,0.4997,-0.0089,-0.0062
129.1088,0.5000,0.4995,-0.0110,-0.0069
129.1598,0.5000,0.4977,-0.0110,-0.0101
129.2089,0.5000,0.5049,-0.0116,-0.0126
129.2599,0.5000,0.4984,-0.0116,-0.0065
129.3112,0.5000,0.4980,-0.0089,-0.0079
129.3624,0.5000,0.4989,-0.0089,-0.0044
129.4090,0.5000,0.4982,-0.0104,-0.0072
129.4668,0.5000,0.4988,-0.0104,-0.0049
129.5127,0.5000,0.4979,-0.0111,-0.0084
129.5616,0.5000,0.4994,-0.0111,-0.0092
129.6101,0.5000,0.4978,-0.0069,-0.0090
129.6603,0.5000,0.4995,-0.0069,-0.0086
129.7092,0.5000,0.5019,-0.0053,-0.0074
129.7591,0.5000,0.5019,-0.0053,-0.0079
129.8123,0.5000,0.5012,-0.0063,-0.0049
129.8650,0.5000,0.5013,-0.0063,-0.0053
129.9131,0.5000,0.5007,-0.0077,-0.0028
129.9594,0.5000,0.5008,-0.0043,-0.0034
130.0087,0.5000,0.5010,-0.0043,-0.0042
130.0588,0.5000,0.5008,-0.0043,-0.0032
130.1108,0.5000,0.5004,-0.0050,-0.0015
130.1597,0.5000,0.5007,-0.0050,-0.0026
130.2096,0.5000,0.5006,-0.0056,-0.0023
130.2680,0.5000,0.5006,-0.0056,-0.0022
130.3094,0.5000,0.5011,-0.0037,-0.0044
130.3657,0.5000,0.5011,-0.0037,-0.0042
130.4102,0.5000,0.5011,-0.0017,-0.0043
130.4623,0.5000,0.4998,-0.0017,0.0002
130.5121,0.5000,0.5001,-0.0143,-0.0004
130.5598,0.5000,0.4994,-0.0221,0.0019
130.6093,0.5000,0.5005,-0.0221,-0.0061
130.6607,0.5000,0.5021,-0.0221,-0.0110
130.7102,0.5000,0.5012,-0.0230,-0.0168
130.7628,0.5000,0.4983,-0.0230,-0.0129
130.8088,0.5000,0.4957,-0.0184,-0.0185
130.8594,0.5000,0.4968,-0.0184,-0.0129
130.9088,0.5000,0.4956,-0.0101,-0.0179
130.9623,0.5000,0.4969,-0.0101,-0.0125
131.0092,0.5000,0.4956,-0.0044,-0.0180
131.0606,0.5000,0.4980,-0.0044,-0.0081
131.1106,0.5000,0.4987,-0.0000,-0.0052
131.1635,0.5000,0.4992,-0.0000,-0.0029
131.2094,0.5000,0.4985,0.0034,-0.0051
131.2604,0.5000,0.5008,0.0034,0.0031
131.3103,0.5000,0.4996,0.0050,-0.0016
131.3606,0.5000,0.4967,0.0050,0.0096
