time_s,cmd_vx,odom_vx,cmd_delta,odom_delta
65.0743,0.5000,0.4697,-0.0363,-0.0477
65.1219,0.5000,0.4975,-0.0363,-0.0434
65.1772,0.5000,0.4630,-0.0361,-0.0482
65.2221,0.5000,0.4825,-0.0404,-0.0365
65.2816,0.5000,0.4723,-0.0404,-0.0513
65.3211,0.5000,0.4928,-0.0378,-0.0461
65.3726,0.5000,0.4927,-0.0378,-0.0522
65.4225,0.5000,0.4921,-0.0410,-0.0529
65.4741,0.5000,0.4901,-0.0410,-0.0497
65.5221,0.5000,0.4907,-0.0417,-0.0503
65.5733,0.5000,0.4903,-0.0417,-0.0521
65.6227,0.5000,0.4894,-0.0442,-0.0520
65.6720,0.5000,0.4902,-0.0442,-0.0524
65.7220,0.5000,0.4904,-0.0404,-0.0565
65.7711,0.5000,0.4980,-0.0404,-0.0550
65.8221,0.5000,0.4766,-0.0418,-0.0622
65.8844,0.5000,0.4699,-0.0418,-0.0550
65.9220,0.5000,0.4625,-0.0422,-0.0534
65.9726,0.5000,0.4842,-0.0422,-0.0494
66.0210,0.5000,0.4819,-0.0423,-0.0563
66.0741,0.5000,0.4867,-0.0423,-0.0520
66.1289,0.5000,0.4916,-0.0423,-0.0415
66.1748,0.5000,0.4891,-0.0473,-0.0474
66.2239,0.5000,0.4882,-0.0586,-0.0489
66.2706,0.5000,0.4896,-0.0586,-0.0450
66.3223,0.5000,0.4837,-0.0661,-0.0658
66.3708,0.5000,0.4978,-0.0661,-0.0747
66.4222,0.5000,0.4689,-0.0777,-0.0871
66.4711,0.5000,0.4759,-0.0777,-0.0818
66.5228,0.5000,0.4912,-0.0954,-0.0815
66.5797,0.5000,0.5044,-0.0954,-0.0927
66.6215,0.5000,0.4831,-0.1035,-0.1163
66.6744,0.5000,0.5127,-0.1035,-0.1098
66.7215,0.5000,0.4874,-0.0992,-0.1197
66.7775,0.5000,0.5215,-0.0992,-0.1172
66.8292,0.5000,0.4958,-0.0920,-0.1231
66.8733,0.5000,0.5117,-0.0920,-0.1144
66.9241,0.5000,0.4768,-0.0991,-0.1110
66.9743,0.5000,0.5228,-0.0991,-0.1034
67.0223,0.5000,0.4811,-0.1217,-0.1237
67.0835,0.5000,0.5214,-0.1217,-0.1035
67.1268,0.5000,0.4767,-0.1947,-0.1462
67.1714,0.5000,0.4705,-0.1947,-0.1350
67.2213,0.5000,0.4952,-0.2571,-0.1229
67.2781,0.5000,0.4929,-0.2571,-0.1669
67.3225,0.5000,0.5082,-0.3068,-0.2066
67.3710,0.5000,0.4703,-0.3068,-0.2616
67.4210,0.4532,0.4851,-0.3709,-0.2796
67.4704,0.4532,0.4905,-0.3709,-0.2956
67.5219,0.3710,0.4198,-0.4612,-0.3663
67.5711,0.3710,0.4470,-0.4612,-0.3382
67.6258,0.2757,0.3862,-0.6109,-0.4284
67.6708,0.2757,0.3382,-0.6109,-0.4533
67.7251,0.1844,0.3148,-0.6109,-0.4604
67.7706,0.1844,0.2671,-0.6109,-0.5229
67.8219,0.0827,0.2570,-0.6109,-0.5088
67.8723,0.0827,0.1120,-0.6109,-0.4288
67.9213,-0.0260,0.0729,0.6109,-0.2158
67.9740,-0.0260,0.1120,0.6109,-0.2689
68.0216,-0.1274,0.0645,0.6109,-0.1676
68.0810,-0.1274,-0.0383,0.6109,0.0800
68.1224,-0.2134,-0.0966,0.5482,0.0359
68.1742,-0.2134,-0.1002,0.5482,-0.0030
68.2209,-0.2799,-0.1164,0.4658,0.0179
68.2704,-0.2799,-0.1696,0.4658,0.0917
68.3221,-0.3284,-0.1702,0.4243,0.2306
68.3717,-0.3284,-0.2688,0.4243,0.1794
68.4201,-0.3599,-0.2825,0.4039,0.2241
68.4704,-0.3599,-0.2687,0.4039,0.2771
68.5218,-0.3811,-0.3362,0.3951,0.2809
68.5706,-0.3811,-0.3058,0.3951,0.3389
68.6217,-0.3944,-0.3352,0.3969,0.3405
68.6753,-0.3944,-0.3235,0.3969,0.4253
68.7211,-0.4046,-0.3280,0.4088,0.4177
68.7716,-0.4046,-0.3292,0.4088,0.4104
68.8210,-0.4103,-0.3361,0.4351,0.4201
68.8723,-0.4103,-0.3345,0.4351,0.4306
68.9213,-0.4131,-0.3339,0.4761,0.3967
68.9712,-0.4131,-0.3300,0.4761,0.3614
69.0210,-0.4146,-0.3255,0.5343,0.3618
69.0705,-0.4146,-0.3227,0.5343,0.3688
69.1209,-0.4157,-0.3246,0.6083,0.3614
69.1722,-0.4157,-0.3207,0.6083,0.3820
69.2209,-0.4082,-0.3185,0.6109,0.4311
69.2723,-0.4082,-0.3506,0.6109,0.3863
69.3212,-0.3992,-0.3399,0.6109,0.3890
69.3725,-0.3992,-0.3168,0.6109,0.4600
69.4223,-0.3606,-0.3073,0.6109,0.4654
69.4706,-0.3606,-0.3076,0.6109,0.4447
69.5213,-0.3267,-0.2950,0.6109,0.4967
69.5708,-0.3267,-0.2906,0.6109,0.4114
69.6216,-0.3095,-0.2422,0.6109,0.4659
69.6766,-0.3095,-0.2701,0.6109,0.4911
69.7245,-0.2894,-0.2358,0.6109,0.5192
69.7723,-0.2894,-0.2344,0.6109,0.5101
69.8239,-0.2958,-0.2125,0.6109,0.4697
69.8731,-0.2958,-0.2288,0.6109,0.5045
69.9205,-0.2791,-0.2309,0.6109,0.4809
69.9702,-0.2791,-0.2297,0.6109,0.4971
70.0211,-0.2791,-0.2079,0.6109,0.4887
70.0718,-0.2691,-0.2201,0.6109,0.4909
70.1338,-0.2580,-0.2246,0.6109,0.4948
70.1701,-0.2580,-0.2044,0.6109,0.5208
70.2204,-0.2581,-0.2245,0.6109,0.5251
70.2738,-0.2581,-0.1923,0.6109,0.5234
70.3204,-0.2614,-0.2210,0.6109,0.5244
70.3710,-0.2614,-0.1923,0.6109,0.5240
70.4198,-0.2572,-0.2079,0.6109,0.5230
70.4713,-0.2572,-0.2094,0.6109,0.5215
70.5208,-0.2473,-0.2092,0.6109,0.5261
70.5713,-0.2473,-0.2150,0.6109,0.5222
70.6220,-0.2297,-0.1900,0.6109,0.5258
70.6727,-0.2297,-0.2120,0.6109,0.5189
70.7218,-0.2014,-0.1742,0.6109,0.5233
70.7720,-0.2014,-0.1784,0.6109,0.5241
70.8276,-0.1625,-0.2078,0.6109,0.4948
70.8703,-0.1625,-0.1382,0.6109,0.4987
70.9212,-0.0965,-0.1388,0.6109,0.4873
70.9739,-0.0965,-0.1361,0.6109,0.4978
71.0209,-0.0357,-0.0785,0.6109,0.4596
71.0750,-0.0357,-0.0437,0.6109,0.1124
71.1202,0.0111,-0.1009,-0.6109,0.1937
71.1711,0.0111,-0.0202,-0.6109,0.1213
71.2200,0.0438,-0.0002,-0.6109,0.0088
71.2708,0.0438,0.0001,-0.6109,0.0147
71.3210,0.0724,0.0674,-0.6109,-0.0352
71.3699,0.0724,0.1248,-0.6109,-0.1392
71.4204,0.0981,0.0144,-0.6109,-0.1229
71.4702,0.0981,0.0892,-0.6109,-0.0664
71.5214,0.1240,0.0818,-0.6109,-0.2038
71.5739,0.1240,0.0722,-0.6109,-0.0758
71.6205,0.1493,0.0800,-0.6109,-0.0560
71.6734,0.1493,0.1013,-0.6109,-0.1005
71.7204,0.1689,0.1016,-0.6109,-0.1530
71.7699,0.1689,0.1414,-0.6109,-0.2427
71.8202,0.1836,0.1276,-0.6109,-0.3635
71.8696,0.1836,0.1389,-0.6109,-0.3564
71.9218,0.1941,0.1350,-0.6109,-0.4061
71.9710,0.1941,0.1243,-0.6109,-0.4206
72.0204,0.2009,0.1365,-0.6109,-0.4512
72.0708,0.2009,0.1913,-0.6109,-0.3674
72.1196,0.2038,0.1033,-0.6109,-0.3811
72.1718,0.2038,0.1222,-0.6109,-0.3929
72.2244,0.2060,0.1518,-0.6109,-0.4389
72.2698,0.2060,0.1483,-0.6109,-0.4658
72.3207,0.2566,0.1522,-0.6109,-0.4747
72.3707,0.2566,0.1561,-0.6109,-0.4482
72.4212,0.3046,0.2044,-0.6109,-0.4433
72.4705,0.3046,0.2128,-0.6109,-0.4081
72.5205,0.3402,0.2600,-0.4847,-0.4307
72.5770,0.3402,0.2473,-0.4326,-0.4902
72.6219,0.3721,0.2402,-0.2043,-0.5171
72.6699,0.3721,0.3232,-0.1887,-0.4267
72.7196,0.4010,0.3406,0.0052,-0.3239
72.7708,0.4010,0.3441,0.0052,-0.2389
72.8208,0.4343,0.3680,0.1494,-0.1615
72.8697,0.4343,0.3530,0.1494,-0.0105
72.9210,0.4772,0.3957,0.2391,0.0284
72.9697,0.4772,0.3921,0.2391,0.0774
73.0229,0.5000,0.4163,0.3047,0.1426
73.0704,0.5000,0.4261,0.3047,0.1759
73.1194,0.5000,0.4417,0.3368,0.1827
73.1695,0.5000,0.4526,0.3368,0.2252
73.2250,0.5000,0.4488,0.3551,0.2487
73.2701,0.5000,0.4520,0.3551,0.2935
73.3218,0.5000,0.4590,0.3736,0.3321
73.3697,0.5000,0.4339,0.3736,0.3611
73.4196,0.5000,0.4118,0.3691,0.4254
73.4696,0.5000,0.4083,0.3691,0.4135
73.5230,0.5000,0.4365,0.3478,0.3919
73.5697,0.5000,0.4120,0.3478,0.4123
73.6201,0.5000,0.4083,0.3054,0.4154
73.6702,0.5000,0.4638,0.3054,0.3315
73.7230,0.5000,0.4374,0.2677,0.3824
73.7722,0.5000,0.4255,0.2677,0.3525
73.8206,0.5000,0.4373,0.2677,0.2959
73.8743,0.5000,0.4371,0.2422,0.2804
73.9193,0.5000,0.4331,0.2214,0.3000
73.9698,0.5000,0.4353,0.2214,0.2900
74.0201,0.5000,0.4384,0.1889,0.2771
74.0715,0.5000,0.4422,0.1889,0.2584
74.1193,0.5000,0.4501,0.1671,0.2221
74.1705,0.5000,0.4526,0.1671,0.2223
74.2204,0.5000,0.4567,0.1496,0.2137
74.2719,0.5000,0.4445,0.1496,0.1917
74.3200,0.5000,0.4501,0.1268,0.1708
74.3706,0.5000,0.4597,0.1268,0.1425
74.4193,0.5000,0.4538,0.0944,0.1536
74.4694,0.5000,0.4543,0.0944,0.1452
74.5209,0.5000,0.4577,0.0748,0.1156
74.5726,0.5000,0.4540,0.0748,0.1196
74.6202,0.5000,0.4484,0.0634,0.1020
74.6733,0.5000,0.4805,0.0634,0.0782
74.7218,0.5000,0.4496,0.0359,0.0808
74.7697,0.5000,0.4639,0.0359,0.0745
74.8207,0.5000,0.4339,-0.0047,0.0653
74.8697,0.5000,0.4658,-0.0047,0.0432
74.9203,0.5000,0.4536,-0.0199,-0.0153
74.9688,0.5000,0.4426,-0.0199,-0.0048
75.0199,0.5000,0.4723,-0.0262,-0.0107
75.0704,0.5000,0.4249,-0.0262,-0.0283
75.1216,0.5000,0.4948,-0.0293,-0.0316
75.1709,0.5000,0.4374,-0.0293,-0.0367
75.2191,0.5000,0.4343,-0.0182,-0.0434
75.2703,0.5000,0.4575,-0.0182,-0.0394
75.3188,0.5000,0.4233,-0.0046,-0.0385
75.3724,0.5000,0.4490,-0.0046,-0.0165
75.4248,0.5000,0.4432,0.0095,-0.0077
75.4732,0.5000,0.4402,0.0095,-0.0029
75.5223,0.5000,0.4540,0.0103,0.0132
75.5696,0.5000,0.4342,0.0103,0.0144
75.6207,0.5000,0.4507,0.0184,0.0082
75.6722,0.5000,0.4319,0.0184,0.0205
75.7186,0.5000,0.4569,0.0269,0.0170
75.7689,0.5000,0.4363,0.0269,0.0299
75.8207,0.5000,0.4769,0.0341,0.0269
75.8708,0.5000,0.4323,0.0341,0.0366
75.9273,0.5000,0.4517,0.0317,0.0438
75.9711,0.5000,0.4804,0.0317,0.0340
76.0196,0.5000,0.4247,0.0360,0.0456
76.0689,0.5000,0.4719,0.0360,0.0395
76.1188,0.5000,0.4409,0.0360,0.0420
76.1691,0.5000,0.4800,0.0413,0.0358
76.2207,0.5000,0.4384,0.0434,0.0512
76.2726,0.5000,0.4554,0.0434,0.0465
76.3213,0.5000,0.4534,0.0381,0.0550
76.3688,0.5000,0.4432,0.0381,0.0551
76.4209,0.5000,0.4602,0.0383,0.0461
76.4727,0.5000,0.4414,0.0383,0.0398
76.5266,0.5000,0.4681,0.0426,0.0518
76.5692,0.5000,0.4728,0.0426,0.0542
76.6193,0.5000,0.4414,0.0390,0.0508
76.6738,0.5000,0.4750,0.0390,0.0427
76.7195,0.5000,0.4704,0.0359,0.0515
76.7741,0.5000,0.4613,0.0359,0.0186
76.8198,0.5000,0.4650,0.0343,0.0502
76.8697,0.5000,0.4803,0.0343,0.0329
76.9188,0.5000,0.4776,0.0354,0.0430
76.9693,0.5000,0.4526,0.0354,0.0631
77.0224,0.5000,0.4683,0.0276,0.0299
77.0714,0.5000,0.4902,0.0276,0.0407
77.1218,0.5000,0.4910,0.0251,0.0362
77.1687,0.5000,0.4984,0.0251,0.0277
77.2237,0.5000,0.4995,0.0263,0.0277
77.2712,0.5000,0.4987,0.0263,0.0292
77.3205,0.5000,0.4986,0.0206,0.0292
77.3711,0.5000,0.4991,0.0206,0.0263
77.4196,0.5000,0.4994,0.0108,0.0181
77.4688,0.5000,0.4990,0.0108,0.0197
77.5191,0.5000,0.4985,0.0071,0.0078
77.5685,0.5000,0.4987,0.0071,0.0051
77.6217,0.5000,0.4981,0.0068,0.0083
77.6723,0.5000,0.4982,0.0068,0.0061
77.7250,0.5000,0.4985,0.0111,0.0055
77.7722,0.5000,0.4984,0.0111,0.0060
77.8185,0.5000,0.4989,0.0119,0.0085
77.8685,0.5000,0.4990,0.0119,0.0088
77.9230,0.5000,0.4988,0.0139,0.0096
77.9682,0.5000,0.4984,0.0139,0.0144
78.0207,0.5000,0.4982,0.0193,0.0163
78.0682,0.5000,0.4985,0.0193,0.0181
78.1182,0.5000,0.4977,0.0193,0.0139
78.1688,0.5000,0.4988,0.0250,0.0171
78.2204,0.5000,0.4994,0.0329,0.0138
78.2713,0.5000,0.5022,0.0329,0.0217
78.3184,0.5000,0.5022,0.0409,0.0195
78.3695,0.5000,0.5032,0.0409,0.0353
78.4234,0.5000,0.4974,0.0459,0.0356
78.4688,0.5000,0.4906,0.0459,0.0502
78.5189,0.5000,0.4911,0.0477,0.0397
78.5724,0.5000,0.4912,0.0477,0.0394
78.6243,0.4867,0.4935,0.0494,0.0442
78.6726,0.4867,0.5005,0.0494,0.0591
78.7214,0.4716,0.4628,0.0513,0.0524
78.7728,0.4716,0.4863,0.0513,0.0514
78.8201,0.4563,0.4778,0.0578,0.0392
78.8689,0.4563,0.4573,0.0578,0.0691
78.9181,0.4404,0.4524,0.0673,0.0686
78.9710,0.4404,0.4573,0.0673,0.0645
79.0185,0.4251,0.4302,0.0736,0.0740
79.0689,0.4251,0.4430,0.0736,0.0746
79.1188,0.4100,0.4462,0.0747,0.0799
79.1706,0.4100,0.3858,0.0747,0.0767
79.2221,0.3959,0.4108,0.0720,0.0671
79.2727,0.3959,0.4003,0.0720,0.0592
79.3191,0.3826,0.3952,0.0644,0.0613
79.3692,0.3826,0.3940,0.0644,0.0688
79.4189,0.3701,0.3947,0.0539,0.0513
79.4680,0.3701,0.3892,0.0539,0.0618
79.5181,0.3579,0.3469,0.0360,0.0647
79.5764,0.3579,0.3500,0.0360,0.0501
79.6189,0.3713,0.3645,0.0041,0.0415
79.6681,0.3713,0.3425,0.0041,0.0467
79.7190,0.3820,0.3401,-0.0265,0.0173
79.7695,0.3820,0.3904,-0.0265,-0.0114
79.8211,0.3871,0.3842,-0.0495,-0.0312
79.8715,0.3871,0.3856,-0.0495,-0.0198
79.9198,0.3866,0.3949,-0.0626,-0.0178
79.9717,0.3866,0.3918,-0.0626,-0.0404
80.0212,0.3825,0.3890,-0.0724,-0.0590
80.0685,0.3825,0.3884,-0.0724,-0.0623
80.1200,0.3743,0.3874,-0.0830,-0.0655
80.1708,0.3743,0.3870,-0.0830,-0.0780
80.2203,0.3642,0.3850,-0.0950,-0.0760
80.2690,0.3642,0.3779,-0.0950,-0.0847
80.3204,0.3535,0.3546,-0.1092,-0.0953
80.3683,0.3535,0.3541,-0.1092,-0.1031
80.4212,0.3413,0.3261,-0.1206,-0.1214
80.4692,0.3413,0.3413,-0.1206,-0.1147
80.5197,0.3287,0.3299,-0.1303,-0.1267
80.5697,0.3287,0.3432,-0.1303,-0.1232
80.6197,0.2037,0.3267,0.0000,-0.1304
80.6718,0.0787,0.3394,0.0000,-0.1256
80.7204,0.0000,0.2798,0.0000,-0.0765
80.7731,0.0000,0.1303,0.0000,0.0075
80.8202,0.0000,0.0129,0.0000,0.0030
80.8692,0.0000,0.0000,0.0000,0.0000
80.9196,0.0000,0.0000,0.0000,0.0000
80.9714,0.0000,0.0000,0.0000,0.0000
81.0178,0.0000,0.0000,0.0000,0.0000
81.0709,0.0000,0.0000,0.0000,0.0000
81.1209,0.0000,0.0000,0.0000,0.0000
81.1740,0.0000,0.0000,0.0000,0.0000
81.2180,0.0000,0.0000,0.0000,0.0000
81.2691,0.0000,0.0000,0.0000,0.0000
81.3177,0.0000,0.0000,0.0000,0.0000
81.3738,0.0000,0.0000,0.0000,0.0000
81.4190,0.0000,0.0000,0.0000,0.0000
81.4683,0.0000,0.0000,0.0000,0.0000
81.5222,0.0000,0.0000,0.0000,0.0000
81.5705,0.0000,0.0000,0.0000,0.0000
92.6650,0.0215,-0.0003,0.6104,0.0754
92.7173,0.0215,-0.0002,0.6104,-0.0429
92.7671,0.0819,0.0038,0.1019,-0.2082
92.8192,0.0819,0.0610,0.1019,-0.0251
92.8665,0.1589,0.0810,0.0147,0.0215
92.9243,0.1589,0.0734,0.0147,0.0100
92.9663,0.1589,0.1731,0.0147,-0.0052
93.0166,0.2435,0.1175,-0.0355,0.0130
93.0654,0.3189,0.1609,-0.0823,-0.0146
93.1156,0.3189,0.0968,-0.0823,0.0503
93.1656,0.3814,0.1548,-0.1168,-0.0219
93.2180,0.3814,0.2860,-0.1168,-0.0665
93.2679,0.4311,0.3613,-0.1303,-0.0703
93.3153,0.4311,0.3226,-0.1303,-0.1379
93.3653,0.4741,0.3571,-0.1308,-0.1345
93.4153,0.4741,0.4331,-0.1308,-0.1492
93.4692,0.5000,0.4586,-0.1277,-0.1549
93.5157,0.5000,0.4550,-0.1277,-0.1561
93.5656,0.5000,0.4714,-0.1219,-0.1476
93.6166,0.5000,0.4700,-0.1219,-0.1402
93.6653,0.5000,0.4767,-0.1226,-0.1195
93.7206,0.5000,0.4596,-0.1226,-0.1545
93.7720,0.5000,0.4633,-0.1257,-0.1297
93.8162,0.5000,0.4660,-0.1257,-0.1413
93.8690,0.5000,0.4682,-0.1342,-0.1382
93.9179,0.5000,0.4633,-0.1342,-0.1391
93.9675,0.5000,0.4544,-0.1419,-0.1466
94.0157,0.5000,0.4633,-0.1419,-0.1598
94.0654,0.5000,0.4648,-0.1362,-0.1539
94.1178,0.5000,0.4625,-0.1362,-0.1633
94.1676,0.5000,0.4623,-0.1312,-0.1619
94.2173,0.5000,0.4633,-0.1312,-0.1581
94.2654,0.5000,0.4587,-0.1244,-0.1557
94.3159,0.5000,0.4584,-0.1244,-0.1506
94.3653,0.5000,0.4565,-0.1199,-0.1499
94.4161,0.5000,0.4602,-0.1199,-0.1383
94.4655,0.5000,0.4594,-0.1156,-0.1379
94.5153,0.5000,0.4641,-0.1156,-0.1289
94.5656,0.5000,0.4656,-0.1156,-0.1262
94.6171,0.5000,0.4680,-0.1105,-0.1190
94.6654,0.5000,0.4629,-0.0987,-0.1303
94.7210,0.5000,0.4572,-0.0987,-0.1239
94.7659,0.5000,0.4630,-0.0889,-0.1037
94.8160,0.5000,0.4473,-0.0889,-0.1155
94.8669,0.5000,0.4620,-0.0785,-0.1095
94.9174,0.5000,0.4589,-0.0785,-0.1002
94.9701,0.5000,0.4610,-0.0747,-0.0880
95.0166,0.5000,0.4593,-0.0747,-0.0722
95.0662,0.5000,0.4527,-0.0726,-0.0912
95.1164,0.5000,0.4481,-0.0726,-0.0697
95.1651,0.5000,0.4605,-0.0736,-0.0812
95.2146,0.5000,0.4600,-0.0736,-0.0674
95.2681,0.5000,0.4736,-0.0701,-0.0627
95.3162,0.5000,0.4549,-0.0701,-0.0833
95.3683,0.5000,0.4648,-0.1943,-0.0745
95.4177,0.5000,0.4638,-0.1943,-0.0786
95.4647,0.5000,0.4656,-0.2473,-0.1342
95.5202,0.5000,0.4578,-0.2473,-0.1863
95.5667,0.5000,0.4505,-0.2520,-0.2249
95.6151,0.5000,0.4566,-0.2520,-0.2498
95.6660,0.5000,0.4503,-0.2216,-0.2733
95.7146,0.5000,0.4580,-0.2216,-0.2609
95.7676,0.5000,0.4577,-0.1908,-0.2679
95.8277,0.5000,0.5003,-0.1908,-0.2379
95.8667,0.5000,0.4746,-0.1674,-0.2402
95.9152,0.5000,0.4377,-0.1674,-0.2384
95.9650,0.5000,0.4824,-0.1530,-0.2107
96.0184,0.5000,0.4578,-0.1530,-0.1999
96.0663,0.5000,0.4855,-0.1271,-0.1585
96.1174,0.5000,0.4594,-0.1271,-0.1742
96.1695,0.5000,0.4778,-0.1013,-0.1411
96.2159,0.5000,0.4530,-0.1013,-0.1436
96.2662,0.5000,0.4817,-0.0859,-0.1397
96.3178,0.5000,0.4866,-0.0859,-0.1115
96.3683,0.5000,0.4792,-0.0809,-0.1161
96.4153,0.5000,0.4682,-0.0809,-0.1047
96.4657,0.5000,0.4831,-0.0864,-0.0863
96.5181,0.5000,0.4724,-0.0864,-0.0790
96.5646,0.5000,0.4915,-0.0718,-0.0782
96.6201,0.5000,0.4772,-0.0718,-0.0935
96.6644,0.5000,0.4812,-0.0615,-0.0824
96.7163,0.5000,0.4785,-0.0615,-0.0652
96.7704,0.5000,0.4699,-0.0654,-0.0755
96.8155,0.5000,0.4802,-0.0654,-0.0660
96.8646,0.5000,0.4880,-0.0743,-0.0678
96.9164,0.5000,0.4545,-0.0743,-0.0774
96.9655,0.5000,0.4733,-0.0856,-0.0728
97.0143,0.5000,0.4814,-0.0856,-0.0875
97.0680,0.5000,0.4824,-0.0723,-0.0742
97.1156,0.5000,0.4833,-0.0723,-0.0751
97.1654,0.5000,0.4818,-0.0610,-0.0821
97.2193,0.5000,0.4843,-0.0610,-0.0663
97.2719,0.5000,0.4887,-0.0568,-0.0530
97.3148,0.5000,0.4859,-0.0568,-0.0656
97.3730,0.5000,0.4898,-0.0597,-0.0484
97.4148,0.5000,0.4859,-0.0597,-0.0702
97.4654,0.5000,0.4887,-0.0427,-0.0526
97.5147,0.5000,0.4926,-0.0427,-0.0648
97.5644,0.5000,0.4980,-0.0301,-0.0448
97.6176,0.5000,0.4932,-0.0301,-0.0521
97.6652,0.5000,0.4900,-0.0057,-0.0487
97.7173,0.5000,0.5047,-0.0057,-0.0302
97.7660,0.5000,0.5022,0.0007,-0.0135
97.8193,0.5000,0.5011,0.0007,-0.0059
97.8657,0.5000,0.4994,0.0273,0.0025
97.9146,0.5000,0.5002,0.0273,-0.0007
97.9643,0.5000,0.4978,0.0464,0.0099
98.0153,0.5000,0.4936,0.0464,0.0280
98.0657,0.5000,0.4895,0.0455,0.0507
98.1226,0.5000,0.4949,0.0455,0.0233
98.1647,0.5000,0.4925,0.0332,0.0430
98.2144,0.5000,0.4949,0.0332,0.0428
98.2641,0.5000,0.4943,0.0214,0.0447
98.3163,0.5000,0.4933,0.0214,0.0404
98.3724,0.5000,0.4968,0.0325,0.0283
98.4152,0.5000,0.5049,0.0325,0.0239
98.4643,0.5000,0.5055,0.0428,0.0301
98.5144,0.5000,0.4972,0.0428,0.0414
98.5651,0.5000,0.5014,0.0408,0.0358
98.6146,0.5000,0.4881,0.0408,0.0376
98.6656,0.5000,0.5050,0.0254,0.0337
98.7156,0.5000,0.5074,0.0254,0.0388
98.7643,0.5000,0.5049,0.0283,0.0243
98.8149,0.5000,0.5012,0.0283,0.0203
98.8644,0.5000,0.5050,0.0311,0.0241
98.9176,0.5000,0.5035,0.0311,0.0185
98.9656,0.5000,0.5063,0.0294,0.0395
99.0169,0.5000,0.5023,0.0294,0.0275
99.0732,0.5000,0.4996,0.0167,0.0374
99.1152,0.5000,0.4993,0.0167,0.0237
99.1643,0.5000,0.4983,-0.0018,0.0217
99.2242,0.5000,0.4991,-0.0018,0.0152
99.2645,0.5000,0.4986,0.0073,0.0044
99.3152,0.5000,0.5000,0.0073,-0.0017
99.3686,0.5000,0.4995,0.0166,0.0014
99.4149,0.5000,0.4983,0.0166,0.0064
99.4647,0.5000,0.4987,0.0178,0.0054
99.5149,0.5000,0.4961,0.0178,0.0162
99.5691,0.5000,0.4975,0.0081,0.0102
99.6167,0.5000,0.4975,0.0081,0.0100
