time_s,cmd_vx,odom_vx,cmd_delta,odom_delta
38.2537,0.5000,0.4587,-0.6109,-0.4504
38.3037,0.5000,0.4417,-0.6109,-0.4480
38.3561,0.5000,0.4584,-0.6109,-0.4677
38.4074,0.5000,0.4301,-0.6109,-0.4296
38.4532,0.5000,0.4382,-0.6109,-0.4858
38.5064,0.5000,0.4649,-0.6109,-0.4719
38.5523,0.5000,0.4584,-0.6109,-0.4757
38.6018,0.5000,0.4561,-0.6109,-0.5177
38.6543,0.5000,0.4562,-0.6109,-0.5166
38.7074,0.5000,0.4632,-0.6109,-0.4936
38.7546,0.5000,0.4526,-0.6109,-0.4951
38.8031,0.5000,0.4620,-0.5945,-0.4792
38.8549,0.5000,0.4452,-0.5945,-0.4779
38.9188,0.5000,0.4406,-0.5541,-0.5090
38.9571,0.5000,0.4480,-0.5541,-0.4934
39.0035,0.5000,0.4503,-0.5094,-0.4801
39.0537,0.5000,0.4539,-0.5094,-0.4711
39.1033,0.5000,0.4441,-0.4685,-0.4929
39.1550,0.5000,0.4455,-0.4685,-0.4615
39.2020,0.5000,0.4442,-0.4049,-0.4651
39.2518,0.5000,0.4408,-0.4049,-0.4771
39.3070,0.5000,0.4633,-0.3492,-0.3876
39.3531,0.5000,0.4529,-0.3492,-0.4054
39.4026,0.5000,0.4636,-0.2923,-0.3891
39.4551,0.5000,0.4737,-0.2923,-0.3578
39.5038,0.5000,0.4681,-0.2495,-0.3060
39.5563,0.5000,0.4889,-0.2495,-0.2920
39.6061,0.5000,0.4777,-0.2019,-0.2930
39.6529,0.5000,0.4814,-0.2019,-0.2802
39.7023,0.5000,0.5209,-0.1760,-0.2408
39.7516,0.5000,0.4619,-0.1760,-0.2439
39.8020,0.5000,0.5230,-0.1482,-0.1870
39.8528,0.5000,0.4753,-0.1482,-0.2175
39.9044,0.5000,0.4704,-0.1053,-0.1506
39.9609,0.5000,0.4762,-0.1053,-0.1319
40.0041,0.5000,0.4801,-0.0880,-0.1162
40.0522,0.5000,0.4865,-0.0880,-0.0802
40.1016,0.5000,0.4882,-0.0759,-0.0830
40.1563,0.5000,0.4889,-0.0759,-0.0642
40.2019,0.5000,0.4933,-0.0720,-0.0694
40.2531,0.5000,0.4609,-0.0720,-0.0691
40.3048,0.5000,0.4765,-0.0575,-0.0752
40.3523,0.5000,0.4705,-0.0575,-0.0798
40.4064,0.5000,0.4896,-0.0480,-0.0660
40.4608,0.5000,0.4883,-0.0480,-0.0489
40.5049,0.5000,0.4923,-0.0327,-0.0493
40.5544,0.5000,0.4937,-0.0327,-0.0446
40.6052,0.5000,0.4956,-0.0234,-0.0393
40.6563,0.5000,0.4961,-0.0234,-0.0325
40.7065,0.5000,0.4968,0.0681,-0.0347
40.7575,0.5000,0.4981,0.0681,-0.0214
40.8048,0.5000,0.4956,0.1017,0.0144
40.8578,0.5000,0.4847,0.1017,0.0739
40.9052,0.5000,0.4824,0.1197,0.0800
40.9538,0.5000,0.4746,0.1197,0.1093
41.0044,0.5000,0.4711,0.1080,0.1237
41.0580,0.5000,0.4722,0.1080,0.1174
41.1022,0.5000,0.4731,0.0968,0.1046
41.1561,0.5000,0.4701,0.0968,0.1110
41.2051,0.5000,0.4737,0.0837,0.0977
41.2522,0.5000,0.4754,0.0837,0.0971
41.3028,0.5000,0.4828,0.0760,0.0678
41.3528,0.5000,0.4813,0.0760,0.0842
41.4077,0.5000,0.4821,0.0626,0.0711
41.4527,0.5000,0.4845,0.0626,0.0640
41.5064,0.5000,0.4868,0.0564,0.0641
41.5531,0.5000,0.4888,0.0564,0.0445
41.6049,0.5000,0.4916,0.0519,0.0536
41.6553,0.5000,0.5022,0.0519,0.0460
41.7030,0.5000,0.5072,0.0528,0.0497
41.7571,0.5000,0.5014,0.0528,0.0519
41.8060,0.5000,0.4979,0.0474,0.0539
41.8545,0.5000,0.4994,0.0474,0.0423
41.9050,0.5000,0.4965,0.0430,0.0598
41.9545,0.5000,0.4945,0.0430,0.0478
42.0028,0.5000,0.4940,0.0452,0.0453
42.0527,0.5000,0.4981,0.0452,0.0353
42.1055,0.5000,0.5030,0.0410,0.0365
42.1517,0.5000,0.5036,0.0410,0.0405
42.2018,0.5000,0.5011,0.0369,0.0421
42.2527,0.5000,0.4992,0.0369,0.0407
42.3048,0.5000,0.4992,0.0346,0.0410
42.3518,0.5000,0.4986,0.0346,0.0396
42.4025,0.5000,0.4992,0.0346,0.0365
42.4562,0.5000,0.5002,0.0346,0.0300
42.5070,0.5000,0.4984,0.0252,0.0312
42.5516,0.5000,0.4987,0.0252,0.0293
42.6044,0.5000,0.4992,0.0209,0.0209
42.6542,0.5000,0.4992,0.0209,0.0169
42.7034,0.5000,0.5026,0.0229,0.0146
42.7515,0.5000,0.5019,0.0229,0.0123
42.8043,0.5000,0.4985,0.0190,0.0169
42.8528,0.5000,0.4993,0.0190,0.0114
42.9021,0.5000,0.4985,0.0162,0.0162
42.9526,0.5000,0.4987,0.0162,0.0112
43.0029,0.5000,0.4981,0.0159,0.0081
43.0561,0.5000,0.4964,0.0159,0.0170
43.1047,0.5000,0.4975,0.0189,0.0099
43.1556,0.5000,0.4966,0.0189,0.0170
43.2027,0.5000,0.4980,0.0152,0.0110
43.2550,0.5000,0.4987,0.0152,0.0182
43.3022,0.5000,0.4989,0.0119,0.0063
43.3545,0.5000,0.4999,0.0119,0.0161
43.4017,0.5000,0.5012,0.0151,0.0064
43.4520,0.5000,0.5015,0.0151,0.0059
43.5034,0.5000,0.5009,0.0100,0.0041
43.5562,0.5000,0.5015,0.0100,0.0103
43.6025,0.5000,0.5013,0.0097,0.0076
43.6522,0.5000,0.5003,0.0097,0.0049
43.7044,0.5000,0.4997,0.0094,0.0052
43.7531,0.5000,0.4998,0.0094,0.0070
43.8035,0.5000,0.4985,0.0115,0.0064
43.8518,0.5000,0.4987,0.0115,0.0119
43.9018,0.5000,0.4962,0.0038,0.0099
43.9532,0.5000,0.4975,0.0038,0.0119
44.0030,0.5000,0.5001,0.0044,-0.0005
44.0519,0.5000,0.4993,0.0044,0.0029
44.1051,0.5000,0.5000,0.0084,0.0000
44.1517,0.5000,0.4991,0.0084,0.0037
44.2036,0.5000,0.4989,0.0055,0.0045
44.2542,0.5000,0.4991,0.0055,0.0036
44.3074,0.5000,0.4992,0.0070,0.0032
44.3524,0.5000,0.5000,0.0070,0.0010
44.4022,0.5000,0.4980,0.0072,0.0072
44.4515,0.5000,0.4981,0.0072,0.0057
44.5035,0.5000,0.4974,0.0002,0.0076
44.5517,0.5000,0.4982,0.0002,0.0037
44.6052,0.5000,0.4970,-0.0141,0.0071
44.6539,0.5000,0.4984,-0.0141,-0.0021
44.7047,0.5000,0.4984,-0.0231,-0.0167
44.7514,0.5000,0.4979,-0.0231,-0.0134
44.8013,0.5000,0.4983,-0.0216,-0.0105
44.8524,0.5000,0.4983,-0.0216,-0.0199
44.9048,0.5000,0.4990,-0.0159,-0.0197
44.9528,0.5000,0.4986,-0.0159,-0.0336
45.0026,0.5000,0.4982,-0.0158,-0.0160
45.0558,0.5000,0.4968,-0.0158,-0.0130
45.1051,0.5000,0.4958,-0.0113,-0.0177
45.1540,0.5000,0.4964,-0.0113,-0.0135
45.2043,0.5000,0.4967,-0.0043,-0.0155
45.2538,0.5000,0.4959,-0.0043,-0.0147
45.3024,0.5000,0.4962,-0.0049,-0.0064
45.3532,0.5000,0.4987,-0.0049,-0.0114
45.4054,0.5000,0.4981,-0.0018,-0.0044
45.4539,0.5000,0.4996,-0.0018,-0.0073
45.5014,0.5000,0.4992,0.0041,-0.0058
45.5550,0.5000,0.5017,0.0041,-0.0129
45.6050,0.5000,0.4996,0.0056,0.0019
45.6521,0.5000,0.4998,0.0056,0.0008
45.7031,0.5000,0.4993,0.0063,0.0028
45.7545,0.5000,0.4997,0.0063,0.0012
45.8015,0.5000,0.4993,0.0107,0.0028
45.8531,0.5000,0.4990,0.0107,0.0038
45.9085,0.5000,0.4966,0.0136,0.0126
45.9545,0.5000,0.4972,0.0136,0.0082
46.0041,0.5000,0.4956,0.0113,0.0159
46.0545,0.5000,0.4962,0.0113,0.0116
46.1046,0.5000,0.4963,0.0128,0.0120
46.1533,0.5000,0.4977,0.0128,0.0056
46.2028,0.5000,0.4990,0.0131,0.0069
46.2549,0.5000,0.4996,0.0131,0.0063
46.3059,0.5000,0.5020,0.0180,0.0081
46.3582,0.5000,0.5018,0.0180,0.0072
46.4093,0.5000,0.5033,0.0144,0.0147
46.4550,0.5000,0.5023,0.0144,0.0097
46.5032,0.5000,0.5028,0.0160,0.0133
46.5523,0.5000,0.5018,0.0160,0.0078
46.6062,0.5000,0.5022,0.0198,0.0173
46.6555,0.5000,0.5029,0.0198,0.0134
46.7055,0.5000,0.5044,0.0172,0.0234
46.7534,0.5000,0.5029,0.0172,0.0166
46.8016,0.5000,0.5026,0.0169,0.0177
46.8529,0.5000,0.4990,0.0169,0.0070
46.9046,0.5000,0.4998,0.0198,0.0159
46.9516,0.5000,0.4993,0.0198,0.0054
47.0029,0.5000,0.4991,0.0151,0.0149
47.0554,0.5000,0.4993,0.0151,0.0115
47.1028,0.5000,0.4987,0.0143,0.0122
47.1535,0.5000,0.4991,0.0143,0.0079
47.2016,0.5000,0.4984,0.0143,0.0092
47.2534,0.5000,0.4974,0.0117,0.0102
47.3054,0.5000,0.4956,0.0103,0.0180
47.3522,0.5000,0.4972,0.0103,0.0115
47.4042,0.5000,0.4965,0.0038,0.0142
47.4529,0.5000,0.4969,0.0038,0.0091
47.5024,0.5000,0.4985,-0.0027,0.0031
47.5571,0.5000,0.4994,-0.0027,-0.0019
47.6041,0.5000,0.4997,-0.0031,-0.0023
47.6527,0.5000,0.4998,-0.0031,-0.0036
47.7028,0.5000,0.4992,-0.0016,-0.0054
47.7533,0.5000,0.4994,-0.0016,-0.0042
47.8046,0.5000,0.4995,0.0013,-0.0037
47.8525,0.5000,0.4998,0.0013,-0.0023
47.9025,0.5000,0.4992,-0.0011,-0.0037
47.9528,0.5000,0.4994,-0.0011,-0.0009
48.0014,0.5000,0.4994,-0.0197,-0.0050
48.0555,0.5000,0.4981,-0.0197,-0.0077
48.1031,0.5000,0.4936,0.0076,-0.0268
48.1532,0.5000,0.4963,0.0076,-0.0183
48.2042,0.5000,0.4990,0.0259,0.0024
48.2591,0.5000,0.4993,0.0259,0.0051
48.3059,0.5000,0.4995,0.0448,0.0142
48.3561,0.5000,0.4987,0.0448,0.0151
48.4034,0.5000,0.5003,0.0593,0.0313
48.4516,0.5000,0.4999,0.0593,0.0446
48.5039,0.5000,0.4963,0.0595,0.0356
48.5545,0.5000,0.4982,0.0595,0.0388
48.6041,0.5000,0.5005,0.0546,0.0665
48.6526,0.5000,0.4982,0.0546,0.0395
48.7031,0.5000,0.4974,0.0496,0.0384
48.7557,0.5000,0.4984,0.0496,0.0505
48.8063,0.5000,0.4969,0.0518,0.0337
48.8551,0.5000,0.4970,0.0518,0.0397
48.9012,0.5000,0.4983,0.0482,0.0444
48.9516,0.5000,0.4988,0.0482,0.0447
49.0043,0.5000,0.4972,0.0449,0.0351
49.0553,0.5000,0.4895,0.0449,0.0503
49.1052,0.5000,0.4926,0.0404,0.0334
49.1529,0.5000,0.4905,0.0404,0.0420
49.2019,0.5000,0.4920,0.0343,0.0323
49.2528,0.5000,0.4944,0.0343,0.0375
49.3033,0.5000,0.4977,0.0271,0.0214
49.3517,0.5000,0.4971,0.0271,0.0326
49.4019,0.5000,0.4992,0.0195,0.0167
49.4528,0.5000,0.4986,0.0195,0.0222
49.5047,0.5000,0.4996,0.0147,0.0096
49.5522,0.5000,0.4986,0.0147,0.0160
49.6060,0.5000,0.4994,0.0152,0.0038
49.6541,0.5000,0.5031,0.0152,0.0143
49.7059,0.5000,0.5038,0.0170,0.0158
49.7520,0.5000,0.5023,0.0170,0.0115
49.8068,0.5000,0.4985,0.0186,0.0182
49.8590,0.5000,0.4986,0.0186,0.0176
49.9016,0.5000,0.4988,0.0231,0.0215
49.9531,0.5000,0.4987,0.0231,0.0182
50.0050,0.5000,0.4984,0.0190,0.0205
50.0535,0.5000,0.4994,0.0190,0.0154
50.1117,0.5000,0.4996,0.0146,0.0132
50.1512,0.5000,0.4998,0.0146,0.0094
50.2013,0.5000,0.4997,0.0150,0.0120
50.2516,0.5000,0.4998,0.0150,0.0094
50.3022,0.5000,0.4995,0.0158,0.0096
50.3525,0.5000,0.4995,0.0158,0.0091
50.4042,0.5000,0.4995,0.0151,0.0104
50.4521,0.5000,0.4989,0.0151,0.0095
50.5039,0.5000,0.4981,0.0126,0.0099
50.5566,0.5000,0.4984,0.0126,0.0165
50.6022,0.5000,0.5010,0.0109,0.0133
50.6568,0.5000,0.4956,0.0109,0.0139
50.7035,0.5000,0.4961,0.0146,0.0096
50.7511,0.5000,0.4962,0.0146,0.0104
50.8014,0.5000,0.4972,0.0105,0.0078
50.8559,0.5000,0.4986,0.0105,0.0090
50.9064,0.5000,0.4990,0.0051,0.0059
50.9533,0.5000,0.4990,0.0051,0.0046
51.0053,0.5000,0.4995,0.0089,0.0024
51.0513,0.5000,0.4987,0.0089,0.0028
51.1018,0.5000,0.4994,0.0055,0.0011
51.1535,0.5000,0.4984,0.0055,0.0030
51.2020,0.5000,0.4982,0.0008,0.0048
51.2528,0.5000,0.4982,0.0008,0.0021
51.3106,0.5000,0.4989,-0.0016,0.0007
51.3513,0.5000,0.4983,-0.0016,-0.0046
51.4022,0.5000,0.4987,-0.0058,-0.0022
51.4526,0.5000,0.4987,-0.0058,-0.0014
51.5024,0.5000,0.4982,-0.0004,-0.0045
51.5552,0.5000,0.4983,-0.0004,-0.0056
51.6022,0.5000,0.4989,-0.0028,-0.0036
51.6513,0.5000,0.4990,-0.0028,-0.0034
51.7054,0.5000,0.4996,-0.0832,-0.0023
51.7519,0.5000,0.4986,-0.0832,-0.0060
51.8025,0.5000,0.4983,-0.1502,-0.0321
51.8537,0.5000,0.4987,-0.1502,-0.0342
51.9014,0.5000,0.5014,-0.2182,-0.0958
51.9514,0.5000,0.4952,-0.2182,-0.1468
52.0015,0.5000,0.5045,-0.2645,-0.1847
52.0525,0.5000,0.5033,-0.2645,-0.2045
52.1014,0.5000,0.4663,-0.3047,-0.2421
52.1540,0.5000,0.5109,-0.3047,-0.2367
52.2023,0.5000,0.4652,-0.3201,-0.2724
52.2610,0.5000,0.5311,-0.3201,-0.2490
52.3047,0.5000,0.4462,-0.3132,-0.3309
52.3532,0.5000,0.4923,-0.3132,-0.3240
52.4038,0.5000,0.4897,-0.2911,-0.3027
52.4532,0.5000,0.5182,-0.2911,-0.2713
52.5030,0.5000,0.4934,-0.2589,-0.2746
52.5680,0.5000,0.4844,-0.2589,-0.3091
52.6021,0.5000,0.5156,-0.2347,-0.2714
52.6514,0.5000,0.4968,-0.2347,-0.2728
52.7032,0.5000,0.5273,-0.2112,-0.2377
52.7584,0.5000,0.4731,-0.2112,-0.2842
52.8015,0.5000,0.4977,-0.1869,-0.2331
52.8516,0.5000,0.5260,-0.1869,-0.2034
52.9032,0.5000,0.4580,-0.1600,-0.2239
52.9535,0.5000,0.5300,-0.1600,-0.1846
53.0029,0.5000,0.4865,-0.1292,-0.1823
53.0548,0.5000,0.5436,-0.1292,-0.1692
53.1017,0.5000,0.5029,-0.1044,-0.1757
53.1554,0.5000,0.5067,-0.1044,-0.1326
53.2038,0.5000,0.4925,-0.0839,-0.1326
53.2543,0.5000,0.5138,-0.0839,-0.1168
53.3015,0.5000,0.5289,-0.0645,-0.1167
53.3533,0.5000,0.5034,-0.0645,-0.1138
53.4012,0.5000,0.5097,-0.0384,-0.0719
53.4602,0.5000,0.5168,-0.0384,-0.0733
53.5010,0.5000,0.5122,-0.0244,-0.0514
53.5562,0.5000,0.5094,-0.0244,-0.0388
53.6041,0.5000,0.5075,-0.0173,-0.0344
53.6538,0.5000,0.5052,-0.0173,-0.0226
53.7029,0.5000,0.5053,-0.0119,-0.0217
53.7536,0.5000,0.5035,-0.0119,-0.0164
53.8024,0.5000,0.5031,-0.0022,-0.0163
53.8540,0.5000,0.4992,-0.0022,-0.0042
53.9050,0.5000,0.4987,0.0003,-0.0062
53.9514,0.5000,0.4992,0.0003,-0.0042
54.0021,0.5000,0.4997,0.0010,-0.0021
54.0516,0.5000,0.4999,0.0010,-0.0004
54.1019,0.5000,0.4989,0.0003,-0.0039
54.1546,0.5000,0.4995,0.0003,-0.0023
54.2028,0.5000,0.4985,-0.0018,-0.0050
54.2518,0.5000,0.4992,-0.0018,-0.0030
54.3014,0.5000,0.4980,0.0050,-0.0082
54.3533,0.5000,0.4985,0.0050,-0.0059
54.4025,0.5000,0.4988,0.0074,-0.0050
54.4598,0.5000,0.5007,0.0074,0.0028
54.5013,0.5000,0.5009,0.0086,0.0034
54.5568,0.5000,0.5005,0.0086,0.0019
54.6095,0.5000,0.5006,0.0096,0.0040
54.6518,0.5000,0.4996,0.0096,0.0031
54.7012,0.5000,0.4996,0.0095,0.0053
54.7551,0.5000,0.4994,0.0095,0.0054
54.8041,0.5000,0.4995,0.0153,0.0044
54.8545,0.5000,0.4984,0.0153,0.0070
54.9022,0.5000,0.4971,0.0176,0.0119
54.9513,0.5000,0.4958,0.0176,0.0169
55.0054,0.5000,0.4962,0.0167,0.0155
55.0514,0.5000,0.4956,0.0167,0.0180
55.1040,0.5000,0.4977,0.0175,0.0092
55.1510,0.5000,0.4960,0.0175,0.0171
55.2010,0.5000,0.4983,0.0269,0.0101
55.2521,0.5000,0.4978,0.0269,0.0216
55.3012,0.5000,0.4949,0.1006,0.0232
55.3531,0.5000,0.4967,0.1006,0.0452
55.4030,0.5000,0.5118,0.1252,0.0892
55.4517,0.5000,0.4912,0.1252,0.1120
55.5026,0.5000,0.5079,0.1341,0.1282
55.5530,0.5000,0.4768,0.1341,0.1588
55.6011,0.5000,0.5174,0.1211,0.1261
55.6522,0.5000,0.4617,0.1211,0.1651
55.7025,0.5000,0.5043,0.1037,0.1297
55.7518,0.5000,0.4699,0.1037,0.1395
55.8010,0.5000,0.4969,0.0805,0.1093
55.8515,0.5000,0.4880,0.0805,0.1046
55.9017,0.5000,0.5091,0.0622,0.0754
55.9517,0.5000,0.4815,0.0622,0.0903
56.0017,0.5000,0.5208,0.0499,0.0677
56.0512,0.5000,0.4664,0.0499,0.0753
56.1027,0.5000,0.4892,0.0417,0.0396
56.1527,0.5000,0.4884,0.0417,0.0496
56.2015,0.5000,0.4913,0.0399,0.0375
56.2526,0.5000,0.4892,0.0399,0.0447
56.3023,0.5000,0.4920,0.0340,0.0351
56.3513,0.5000,0.4893,0.0340,0.0453
56.4066,0.5000,0.4923,0.0289,0.0348
56.4562,0.5000,0.4921,0.0289,0.0332
56.5032,0.5000,0.4941,0.0245,0.0265
56.5560,0.5000,0.4922,0.0245,0.0331
56.6036,0.5000,0.4944,0.0193,0.0247
56.6526,0.5000,0.4934,0.0193,0.0280
56.7032,0.5000,0.4963,0.0005,0.0164
56.7550,0.5000,0.4637,0.0005,0.0247
56.8021,0.5000,0.4855,-0.0161,0.0079
56.8537,0.5000,0.4586,-0.0161,-0.0122
56.9052,0.5000,0.4800,-0.0211,-0.0212
56.9533,0.5000,0.4957,-0.0211,-0.0174
57.0029,0.5000,0.4939,-0.0266,-0.0253
57.0530,0.5000,0.4926,-0.0266,-0.0300
57.1017,0.5000,0.4935,-0.0332,-0.0271
57.1512,0.5000,0.4899,-0.0332,-0.0419
57.2032,0.5000,0.4902,-0.0332,-0.0403
57.2520,0.5000,0.4896,-0.0332,-0.0432
57.3030,0.5000,0.4902,-0.0558,-0.0444
57.3511,0.5000,0.4845,-0.0558,-0.0420
57.4013,0.5000,0.4697,-0.0252,-0.0698
57.4529,0.5000,0.4826,-0.0252,-0.0427
57.5028,0.5000,0.4762,-0.0274,-0.0366
57.5530,0.5000,0.4645,-0.0274,-0.0411
57.6033,0.5000,0.4855,-0.0501,-0.0452
57.6527,0.5000,0.4725,-0.0501,-0.0432
57.7032,0.5000,0.4918,-0.0635,-0.0525
57.7542,0.5000,0.4885,-0.0635,-0.0661
57.8029,0.5000,0.4701,-0.0700,-0.0628
57.8518,0.5000,0.4938,-0.0700,-0.0723
57.9065,0.5000,0.4476,-0.1134,-0.0886
57.9559,0.5000,0.4930,-0.1134,-0.0807
58.0014,0.5000,0.4540,-0.1034,-0.1170
58.0554,0.5000,0.4817,-0.1034,-0.1262
58.1017,0.5000,0.4759,-0.0948,-0.1323
58.1636,0.5000,0.4816,-0.0948,-0.1061
58.2021,0.5000,0.4750,-0.0861,-0.1157
58.2574,0.5000,0.4919,-0.0861,-0.1016
58.3021,0.5000,0.4582,-0.0779,-0.1096
58.3524,0.5000,0.4651,-0.0779,-0.1019
58.4014,0.5000,0.4786,0.0120,-0.0944
58.4540,0.5000,0.4785,0.0120,-0.0912
58.5069,0.5000,0.4875,0.0867,-0.0459
58.5518,0.5000,0.4947,0.0867,0.0313
58.6065,0.5000,0.4920,0.1427,0.0536
58.6537,0.5000,0.4382,0.1427,0.1081
58.7028,0.5000,0.5262,0.0538,0.1328
58.7532,0.5000,0.4255,0.0538,0.2195
58.8044,0.5000,0.4257,-0.0537,0.1329
58.8534,0.5000,0.4818,-0.0537,0.0368
58.9020,0.5000,0.4730,-0.1809,0.0097
58.9541,0.5000,0.4825,-0.1809,-0.0624
59.0050,0.5000,0.4865,-0.2927,-0.0758
59.0511,0.5000,0.4789,-0.2927,-0.1057
59.1041,0.5000,0.4821,-0.3952,-0.1748
59.1558,0.5000,0.4673,-0.3952,-0.2193
59.2021,0.5000,0.4841,-0.4538,-0.2306
59.2559,0.5000,0.4835,-0.4538,-0.3148
59.3032,0.5000,0.4892,-0.4936,-0.3249
59.3549,0.5000,0.4872,-0.4936,-0.3564
59.4019,0.5000,0.4816,-0.4924,-0.3541
59.4537,0.5000,0.4620,-0.4924,-0.3860
59.5023,0.5000,0.4555,-0.4713,-0.4054
59.5529,0.5000,0.4513,-0.4713,-0.4240
59.6051,0.5000,0.4469,-0.4491,-0.4479
59.6540,0.5000,0.4436,-0.4491,-0.4650
59.7054,0.5000,0.4393,-0.4307,-0.4902
59.7534,0.5000,0.4562,-0.4307,-0.4395
59.8015,0.5000,0.4678,-0.3958,-0.4173
59.8510,0.5000,0.4706,-0.3958,-0.4669
59.9009,0.5000,0.4587,-0.3892,-0.4613
59.9537,0.5000,0.4794,-0.3892,-0.3791
60.0026,0.5000,0.4503,-0.4897,-0.4131
60.0542,0.5000,0.4541,-0.4897,-0.4120
60.1010,0.5000,0.5011,-0.5377,-0.3842
60.1543,0.5000,0.4135,-0.5377,-0.4750
60.2012,0.5000,0.4737,-0.5621,-0.4364
60.2508,0.5000,0.4362,-0.5621,-0.4955
60.3009,0.5000,0.4603,-0.5773,-0.5006
60.3519,0.5000,0.4535,-0.5773,-0.5127
60.4011,0.4862,0.4548,-0.5708,-0.5248
60.4521,0.4862,0.4617,-0.5708,-0.5226
60.5010,0.4612,0.4612,-0.5671,-0.5211
60.5576,0.4612,0.4397,-0.5671,-0.5151
60.6015,0.4423,0.4367,-0.5524,-0.5060
60.6513,0.4423,0.4269,-0.5524,-0.5037
60.7043,0.4350,0.4375,-0.5329,-0.4967
60.7513,0.4350,0.4391,-0.5329,-0.4683
60.8026,0.4350,0.4184,-0.5329,-0.4581
60.8522,0.4203,0.3938,-0.5247,0.0946
60.9048,0.3912,0.4061,-0.5092,-0.0467
60.9534,0.3912,0.3822,-0.5092,-0.4521
61.0013,0.3942,0.3671,-0.4690,-0.4472
61.0514,0.3942,0.3653,-0.4690,-0.4759
61.1020,0.3783,0.3758,-0.4630,-0.4218
61.1521,0.3783,0.3746,-0.4630,-0.4375
61.2008,0.3705,0.3872,-0.4329,-0.3970
61.2520,0.3705,0.3522,-0.4329,-0.4568
61.3006,0.3582,0.3524,-0.4073,-0.3957
61.3534,0.3582,0.3703,-0.4073,-0.4073
61.4019,0.3416,0.3610,-0.3903,-0.4477
61.4514,0.3416,0.3350,-0.3903,-0.4101
61.5011,0.3241,0.3303,-0.3777,-0.4019
61.5522,0.3241,0.3295,-0.3777,-0.4061
61.6039,0.3096,0.3294,-0.3557,-0.3914
61.6529,0.3096,0.3260,-0.3557,-0.3942
61.7024,0.2991,0.3143,-0.3251,-0.4119
61.7532,0.2991,0.3263,-0.3251,-0.3637
61.8026,0.2909,0.2935,-0.3085,-0.3922
61.8524,0.2909,0.3169,-0.3085,-0.3241
61.9016,0.2848,0.2687,-0.2934,-0.3779
61.9565,0.2848,0.3166,-0.2934,-0.2727
