time_s,cmd_vx,odom_vx,cmd_delta,odom_delta
41.1368,-0.0278,-0.0104,0.6109,0.1469
41.1867,-0.0278,-0.0842,0.6109,-0.0512
41.2391,-0.0326,-0.0413,0.6109,0.0756
41.2878,-0.0326,-0.0880,0.6109,0.0136
41.3372,-0.0363,-0.0574,0.6109,-0.0138
41.3870,-0.0363,-0.0886,0.6109,0.0065
41.4368,-0.0396,-0.0444,0.6109,0.0393
41.4866,-0.0396,-0.0649,0.6109,0.0040
41.5377,-0.0412,-0.0801,0.6109,0.0210
41.5865,-0.0412,-0.0462,0.6109,-0.0240
41.6363,-0.0412,-0.0826,0.6109,0.0092
41.6863,-0.0412,-0.0377,0.6109,0.0686
41.7362,-0.0398,-0.0854,0.6109,0.0137
41.7868,-0.0398,-0.0396,0.6109,0.0609
41.8361,-0.0350,-0.0865,0.6109,0.0084
41.8866,-0.0350,-0.0507,0.6109,0.0637
41.9373,-0.0308,-0.0869,0.6109,-0.0229
41.9884,-0.0308,-0.0546,0.6109,0.0709
42.0399,-0.0272,-0.0421,0.6109,-0.0285
42.0880,-0.0272,-0.0846,0.6109,0.0238
42.1404,-0.0192,-0.0416,0.6109,-0.0133
42.1891,-0.0192,-0.0809,0.6109,0.0342
42.2389,-0.0082,-0.0633,0.6109,-0.0043
42.3004,-0.0082,-0.0434,0.6109,0.0088
42.3401,0.0003,-0.0364,-0.6109,-0.0256
42.3876,0.0003,-0.0000,-0.6109,-0.0001
42.4365,0.0082,-0.0000,-0.6109,-0.0081
42.4865,0.0082,-0.0000,-0.6109,-0.0140
42.5386,0.0159,0.0000,-0.6109,-0.0138
42.5869,0.0159,0.0013,-0.6109,0.1076
42.6370,0.0220,0.0856,-0.6109,0.0043
42.6924,0.0220,0.0999,-0.6109,0.0027
42.7367,0.0225,0.1000,-0.6109,0.0001
42.7873,0.0225,0.1000,-0.6109,0.0008
42.8383,0.0293,0.1000,-0.6109,0.0000
42.8889,0.0293,0.0993,-0.6109,0.0000
42.9399,0.0289,0.0278,-0.6109,-0.0292
42.9884,0.0289,0.1003,-0.6109,-0.0484
43.0375,0.0286,0.1097,-0.6109,-0.1824
43.0865,0.0286,0.1088,-0.6109,-0.1761
43.1366,0.0301,0.1101,-0.6109,-0.1914
43.1874,0.0301,0.1081,-0.6109,-0.1669
43.2381,0.0301,0.1099,-0.6109,-0.1909
43.2872,0.0323,0.1085,-0.5911,-0.1725
43.3389,0.0351,0.1084,-0.3337,-0.1719
43.3864,0.0351,0.1087,-0.3337,-0.1655
43.4366,0.0392,0.1048,0.1410,-0.0954
43.4868,0.0392,0.1051,0.1410,-0.0609
43.5361,0.0417,0.1336,0.6109,-0.0004
43.5886,0.0417,0.0998,0.6109,0.0159
43.6395,0.0418,0.1406,0.6109,0.0440
43.6867,0.0418,0.0752,0.6109,-0.0038
43.7382,0.0402,0.1271,0.6109,0.0064
43.7905,0.0402,0.1104,0.6109,0.0867
43.8385,0.0335,0.1034,0.6109,0.2078
43.8899,0.0335,0.0430,0.6109,0.0831
43.9407,0.0335,0.1102,0.6109,0.0635
43.9884,0.0244,0.0981,0.6109,0.0315
44.0375,0.0244,0.0966,0.6109,0.0174
44.0876,0.0141,0.0937,0.6109,0.0957
44.1372,0.0031,0.0938,0.6109,0.1500
44.1884,0.0031,0.0900,0.6109,0.1959
44.2377,0.0031,0.0165,0.6109,0.0735
44.2879,-0.0119,0.0000,-0.3398,0.0000
44.3374,-0.0245,-0.0000,0.0151,0.0000
44.3886,-0.0245,-0.0006,0.0151,0.0000
44.4383,-0.0357,-0.0447,0.3328,-0.0026
44.4864,-0.0357,-0.0501,0.3328,-0.0000
44.5385,-0.0349,-0.0750,-0.2502,0.0171
44.5869,-0.0349,-0.0969,-0.2502,0.0777
44.6364,-0.0261,-0.0972,-0.6109,-0.0213
44.6891,-0.0261,-0.0423,-0.6109,-0.0038
44.7379,-0.0261,-0.0562,-0.6109,-0.0112
44.7866,-0.0164,-0.0753,-0.6109,0.0054
44.8374,-0.0067,-0.0873,-0.6109,-0.0892
44.8886,-0.0067,-0.0349,-0.6109,0.0055
44.9369,-0.0008,-0.0608,-0.6109,-0.0005
44.9892,-0.0008,-0.0001,-0.6109,-0.0543
45.0392,0.0021,0.0000,0.6109,-0.0348
45.0864,0.0021,0.0000,0.6109,-0.0149
45.1388,0.0040,0.0001,0.6109,-0.0314
45.1901,0.0040,0.0001,0.6109,-0.0222
45.2377,0.0057,-0.0001,0.6109,-0.0274
45.2888,0.0057,-0.0002,0.6109,-0.0331
45.3395,0.0084,0.0001,0.6109,-0.0184
45.3899,0.0084,-0.0001,0.6109,-0.0157
45.4374,0.0110,-0.0000,0.5143,-0.0068
45.4893,0.0110,-0.0000,0.5143,-0.0007
45.5367,0.0138,0.0000,0.1724,0.0000
45.5863,0.0138,0.0000,0.1724,0.0000
45.6369,0.0161,0.0096,0.1788,0.0092
45.6868,0.0161,0.0775,0.1788,0.0004
45.7370,0.0153,0.0588,0.3880,-0.0147
45.7865,0.0153,0.0844,0.3880,0.0182
45.8366,0.0110,0.0473,0.6109,0.0010
45.8936,0.0110,0.0596,0.6109,0.0041
45.9373,0.0049,0.0007,0.6109,-0.0687
45.9905,0.0049,0.0001,0.6109,-0.0174
46.0372,0.0011,-0.0001,0.6109,-0.0242
46.0863,0.0011,-0.0000,0.6109,-0.0164
46.1381,-0.0006,-0.0001,-0.6109,-0.0144
46.1866,-0.0006,0.0000,-0.6109,0.0000
46.2412,-0.0002,0.0000,-0.6109,0.0000
46.2892,-0.0002,0.0000,-0.6109,-0.0033
46.3371,0.0008,0.0001,0.6109,-0.0176
46.3867,0.0008,-0.0001,0.6109,-0.0278
46.4373,0.0023,0.0001,0.6109,-0.0265
46.4907,0.0023,0.0000,0.6109,-0.0351
46.5379,0.0035,0.0002,0.6109,-0.0396
46.5874,0.0035,-0.0002,0.6109,-0.0553
46.6373,0.0043,-0.0001,0.6109,-0.0434
46.6872,0.0043,0.0001,0.6109,-0.0262
46.7399,0.0047,-0.0001,0.6109,-0.0301
46.7874,0.0047,-0.0000,0.6109,-0.0150
46.8374,0.0048,-0.0000,0.6109,-0.0110
46.8868,0.0048,0.0000,0.6109,0.0000
46.9395,0.0051,0.0000,0.6109,-0.0021
46.9899,0.0051,0.0000,0.6109,-0.0083
47.0367,0.0000,0.0001,0.0000,-0.0112
47.0918,0.0000,-0.0001,0.0000,-0.0339
47.1369,0.0000,0.0000,0.0000,-0.0369
47.1877,0.0000,0.0001,0.0000,-0.0385
47.2360,0.0000,-0.0001,0.0000,-0.0530
47.2877,0.0000,-0.0003,0.0000,-0.0666
47.3209,-0.3000,0.0002,-0.0000,-0.0381
47.3379,0.0000,0.0002,0.0000,-0.0404
47.4047,0.0000,-0.0398,0.0000,-0.0192
47.4286,-0.3000,-0.1022,-0.0000,0.0499
47.4373,0.0000,-0.1097,0.0000,0.0391
47.4870,0.0000,-0.0217,0.0000,-0.0789
47.5230,-0.3000,-0.0002,-0.0000,-0.0092
47.5386,0.0000,-0.0000,0.0000,-0.0098
47.5888,0.0000,0.0000,0.0000,0.0000
47.6202,-0.3000,0.0000,-0.0000,0.0000
47.6375,0.0000,-0.0000,0.0000,-0.0050
47.6874,0.0000,0.0000,0.0000,-0.0079
47.7208,-0.3000,-0.0001,-0.0000,-0.0313
47.7401,0.0000,-0.0002,0.0000,-0.0426
47.7893,0.0000,0.0002,0.0000,-0.0332
47.8197,-0.3000,-0.0002,-0.0000,-0.0578
47.8375,0.0000,-0.0003,0.0000,-0.0662
47.8866,0.0000,-0.0320,0.0000,0.0476
47.9215,-0.3000,-0.0830,-0.0000,0.0072
47.9366,0.0000,-0.1085,0.0000,-0.0054
47.9876,0.0000,-0.0441,0.0000,-0.0258
48.0209,-0.3000,-0.0043,-0.0000,0.0175
48.1203,-0.3000,-0.1146,-0.0000,0.0192
48.2200,-0.3000,-0.3097,-0.0000,0.0024
48.3210,-0.3000,-0.3000,-0.0000,0.0001
48.4202,-0.3000,-0.3001,-0.0000,-0.0007
48.5213,-0.3000,-0.2998,-0.0000,0.0008
48.6196,-0.3000,-0.3002,-0.0000,0.0003
48.7224,-0.3000,-0.3001,-0.0000,0.0005
48.8222,-0.3000,-0.3001,-0.0000,0.0009
48.9200,-0.3000,-0.3000,-0.0000,0.0015
49.0234,-0.3000,-0.2999,-0.0000,0.0011
49.1205,-0.3000,-0.3001,-0.0000,0.0011
49.2219,-0.3000,-0.3000,-0.0000,-0.0003
49.3198,-0.3000,-0.2999,-0.0000,-0.0008
49.4205,-0.3000,-0.2998,-0.0000,-0.0012
49.5191,-0.3000,-0.3001,-0.0000,0.0007
49.6219,-0.3000,-0.3002,-0.0000,0.0015
49.7204,-0.3000,-0.3000,-0.0000,-0.0002
49.8207,-0.3000,-0.3001,-0.0000,-0.0011
49.9200,-0.3000,-0.2998,-0.0000,-0.0010
50.0212,-0.3000,-0.3000,-0.0000,-0.0024
50.1216,-0.3000,-0.3001,-0.0000,-0.0010
50.2193,-0.3000,-0.2999,-0.0000,-0.0006
50.3194,-0.3000,-0.3000,-0.0000,-0.0003
50.4232,-0.3000,-0.3003,-0.0000,-0.0022
50.5226,0.0000,-0.3005,0.0000,-0.0035
50.8429,0.0364,0.0003,-0.1281,-0.0513
50.8958,0.0364,-0.0003,-0.1281,-0.0584
50.9380,0.0850,0.0277,-0.3051,0.2329
50.9877,0.0850,0.0904,-0.3051,0.0046
51.0381,0.1404,0.0301,-0.3492,0.0357
51.0877,0.1404,0.1020,-0.3492,-0.0524
51.1363,0.1906,0.1065,-0.4053,-0.0993
51.1871,0.1906,0.1124,-0.4053,-0.1748
51.2361,0.2330,0.1545,-0.4785,-0.2149
51.2875,0.2330,0.1748,-0.4785,-0.2411
51.3380,0.2695,0.1664,-0.5407,-0.3203
51.3876,0.2695,0.2295,-0.5407,-0.2444
51.4463,0.3045,0.2476,-0.5914,-0.2772
51.4893,0.3045,0.2281,-0.5914,-0.3314
51.5368,0.3328,0.2591,-0.6109,-0.3056
51.5874,0.3328,0.2535,-0.6109,-0.3517
51.6390,0.3562,0.3061,-0.6109,-0.3561
51.6880,0.3562,0.2979,-0.6109,-0.4082
51.7365,0.3782,0.2763,-0.6109,-0.4582
51.7879,0.3782,0.3459,-0.6109,-0.4023
51.8377,0.3966,0.3155,-0.6109,-0.4661
51.8865,0.3966,0.3230,-0.6109,-0.4633
51.9370,0.4142,0.3578,-0.6109,-0.4526
51.9887,0.4142,0.3249,-0.6109,-0.5058
52.0432,0.4333,0.3546,-0.6109,-0.4790
52.0891,0.4333,0.3602,-0.6109,-0.4972
52.1373,0.4501,0.3703,-0.6109,-0.5094
52.1906,0.4501,0.3801,-0.6109,-0.4742
52.2371,0.4646,0.3789,-0.6109,-0.4739
52.2883,0.4646,0.3927,-0.6109,-0.4766
52.3366,0.4776,0.3873,-0.6109,-0.5087
52.3894,0.4776,0.3865,-0.6109,-0.5125
52.4364,0.4942,0.4148,-0.6109,-0.5049
52.4898,0.4942,0.4039,-0.6109,-0.4951
52.5379,0.5000,0.3985,-0.6109,-0.4793
52.5868,0.5000,0.4227,-0.6109,-0.4832
52.6377,0.5000,0.4283,-0.6109,-0.5028
52.6876,0.5000,0.4268,-0.6109,-0.4931
52.7365,0.5000,0.4316,-0.6109,-0.4898
52.7885,0.5000,0.4271,-0.6109,-0.4951
52.8370,0.5000,0.4333,-0.6109,-0.4628
52.8885,0.5000,0.4291,-0.6109,-0.4972
52.9379,0.5000,0.4281,-0.6109,-0.4950
52.9896,0.5000,0.4302,-0.6109,-0.4913
53.0368,0.5000,0.4288,-0.6109,-0.5084
53.0879,0.5000,0.4519,-0.6109,-0.4810
53.1366,0.5000,0.4213,-0.6109,-0.4862
53.1879,0.5000,0.4628,-0.6109,-0.4713
53.2431,0.5000,0.4191,-0.6109,-0.4506
53.2870,0.5000,0.4523,-0.6109,-0.4540
53.3365,0.5000,0.4508,-0.6109,-0.4420
53.3871,0.5000,0.4363,-0.6109,-0.4488
53.4422,0.4995,0.4522,-0.6109,-0.4467
53.4879,0.4995,0.4613,-0.6109,-0.4512
53.5372,0.4206,0.4294,-0.6109,-0.4474
53.5898,0.4206,0.4641,-0.6109,-0.4822
53.6370,0.4644,0.4261,-0.6109,-0.4807
53.6868,0.4644,0.3901,-0.6109,-0.4767
53.7370,0.5000,0.3466,-0.6109,-0.4740
53.7864,0.5000,0.4290,-0.6109,-0.4903
53.8379,0.5000,0.4351,-0.6109,-0.4961
53.8875,0.5000,0.4439,-0.6109,-0.4655
53.9387,0.5000,0.4480,-0.6109,-0.4474
53.9867,0.5000,0.4543,-0.6109,-0.4304
54.0374,0.5000,0.4409,-0.6109,-0.4770
54.0887,0.5000,0.4451,-0.6109,-0.4665
54.1434,0.5000,0.4400,-0.6109,-0.4904
54.1889,0.5000,0.4297,-0.6109,-0.5173
54.2369,0.5000,0.4602,-0.6109,-0.4830
54.2893,0.5000,0.4391,-0.6109,-0.4648
54.3379,0.5000,0.4569,-0.6109,-0.4796
54.3873,0.5000,0.4460,-0.6109,-0.4850
54.4372,0.5000,0.4508,-0.6109,-0.5106
54.4867,0.5000,0.4420,-0.6109,-0.5021
54.5366,0.5000,0.4448,-0.6109,-0.5177
54.5871,0.5000,0.4492,-0.6109,-0.5048
54.6389,0.5000,0.4486,-0.6109,-0.4821
54.6895,0.5000,0.4311,-0.6109,-0.4675
54.7377,0.5000,0.4545,-0.6109,-0.4706
54.7865,0.5000,0.4428,-0.6109,-0.4891
54.8401,0.5000,0.4364,-0.6109,-0.4901
54.8886,0.5000,0.4569,-0.6109,-0.4859
54.9395,0.5000,0.4567,-0.6109,-0.4422
54.9913,0.5000,0.4448,-0.6109,-0.4734
55.0405,0.5000,0.4546,-0.6109,-0.4660
55.0866,0.5000,0.4413,-0.6109,-0.5131
55.1405,0.5000,0.4400,-0.6109,-0.5116
55.1869,0.5000,0.4547,-0.6109,-0.4599
55.2367,0.5000,0.4362,-0.6109,-0.5194
55.2878,0.5000,0.4376,-0.6109,-0.5022
55.3405,0.5000,0.4481,-0.5766,-0.4625
55.3868,0.5000,0.4392,-0.5766,-0.5029
55.4367,0.5000,0.4426,-0.4749,-0.4854
55.4879,0.5000,0.4543,-0.4749,-0.4608
55.5378,0.5000,0.4462,-0.3606,-0.4878
55.5872,0.5000,0.4520,-0.3606,-0.4560
55.6370,0.5000,0.4642,-0.2333,-0.3776
55.6882,0.5000,0.4722,-0.2333,-0.3775
55.7367,0.5000,0.4761,-0.1028,-0.2976
55.7875,0.5000,0.4665,-0.1028,-0.2430
55.8367,0.5000,0.4914,-0.0096,-0.2077
55.8863,0.5000,0.5294,-0.0096,-0.0826
55.9379,0.5000,0.4436,0.0124,-0.0986
55.9872,0.5000,0.5265,0.0124,-0.0047
56.0384,0.5000,0.4675,0.0213,0.0162
56.0898,0.5000,0.4982,0.0213,0.0104
56.1369,0.5000,0.5000,0.0170,0.0105
56.1868,0.5000,0.4978,0.0170,0.0176
56.2377,0.5000,0.4966,0.0139,0.0138
56.2864,0.5000,0.4967,0.0139,0.0131
56.3379,0.5000,0.4977,0.0128,0.0091
56.3868,0.5000,0.4973,0.0128,0.0108
56.4378,0.5000,0.4990,0.0168,0.0057
56.4897,0.5000,0.4999,0.0168,0.0034
56.5381,0.5000,0.4997,0.0258,0.0133
56.5865,0.5000,0.4996,0.0258,0.0094
56.6367,0.5000,0.4989,0.0439,0.0177
56.6870,0.5000,0.4982,0.0439,0.0233
56.7395,0.5000,0.4966,0.0641,0.0471
56.7924,0.5000,0.4944,0.0641,0.0378
56.8363,0.5000,0.4927,0.0761,0.0559
56.8871,0.5000,0.4885,0.0761,0.0736
56.9377,0.5000,0.4870,0.0879,0.0752
56.9875,0.5000,0.4946,0.0879,0.0676
57.0379,0.5000,0.4976,0.0937,0.0892
57.0895,0.5000,0.5046,0.0937,0.0837
57.1389,0.5000,0.5086,0.0947,0.1094
57.1917,0.5000,0.4766,0.0947,0.0970
57.2376,0.5000,0.4890,0.0841,0.0668
57.2878,0.5000,0.5026,0.0841,0.0752
57.3368,0.5000,0.5082,0.0668,0.0867
57.3899,0.5000,0.4767,0.0668,0.0763
57.4378,0.5000,0.5018,0.0711,0.0591
57.4874,0.5000,0.5053,0.0711,0.0568
57.5369,0.5000,0.4865,0.0728,0.0700
57.5872,0.5000,0.4834,0.0728,0.0574
57.6397,0.5000,0.4822,0.0695,0.0689
57.6865,0.5000,0.4843,0.0695,0.0600
57.7366,0.5000,0.4850,0.0510,0.0598
57.7867,0.5000,0.4869,0.0510,0.0538
57.8376,0.5000,0.4879,0.0531,0.0485
57.8905,0.5000,0.4886,0.0531,0.0470
57.9384,0.5000,0.4874,0.0526,0.0501
57.9876,0.5000,0.4871,0.0526,0.0533
58.0367,0.5000,0.4869,0.0563,0.0544
58.0889,0.5000,0.4867,0.0563,0.0546
58.1367,0.5000,0.4864,0.0467,0.0560
58.1874,0.5000,0.4867,0.0467,0.0551
58.2371,0.5000,0.4960,0.0330,0.0426
58.2869,0.5000,0.4975,0.0330,0.0505
58.3380,0.5000,0.4972,0.0431,0.0380
58.3865,0.5000,0.4995,0.0431,0.0283
58.4381,0.5000,0.4991,0.0531,0.0319
58.4873,0.5000,0.4974,0.0531,0.0418
58.5458,0.5000,0.4976,0.0503,0.0416
58.5927,0.5000,0.4938,0.0503,0.0501
58.6427,0.5000,0.4936,0.0393,0.0438
58.6866,0.5000,0.5041,0.0393,0.0471
58.7363,0.5000,0.5035,0.0373,0.0419
58.7882,0.5000,0.4977,0.0373,0.0354
58.8388,0.5000,0.4934,0.0375,0.0304
58.8900,0.5000,0.4960,0.0375,0.0316
58.9368,0.5000,0.4946,0.0294,0.0342
58.9867,0.5000,0.4932,0.0294,0.0363
59.0387,0.5000,0.4926,0.0200,0.0356
59.0870,0.5000,0.4951,0.0200,0.0273
59.1394,0.5000,0.4988,0.0288,0.0113
59.1884,0.5000,0.4965,0.0288,0.0238
59.2365,0.5000,0.4972,0.0352,0.0197
59.2895,0.5000,0.5062,0.0352,0.0271
59.3388,0.5000,0.4938,0.0314,0.0268
59.3874,0.5000,0.4995,0.0314,0.0316
59.4395,0.5000,0.4999,0.0182,0.0264
59.4886,0.5000,0.4998,0.0182,0.0141
59.5421,0.5000,0.4993,0.0182,0.0101
59.5904,0.5000,0.5000,0.0264,0.0112
59.6376,0.5000,0.4993,0.0320,0.0095
59.6866,0.5000,0.5004,0.0320,0.0171
59.7394,0.5000,0.4995,0.0305,0.0216
59.7889,0.5000,0.5000,0.0305,0.0205
59.8424,0.5000,0.4989,0.0305,0.0258
59.8896,0.5000,0.4984,0.0176,0.0202
59.9364,0.5000,0.5057,0.0139,0.0330
59.9904,0.5000,0.5057,0.0139,0.0230
60.0388,0.5000,0.5032,0.0296,0.0132
60.0870,0.5000,0.5024,0.0296,0.0097
60.1374,0.5000,0.5070,0.0370,0.0325
60.1881,0.5000,0.5049,0.0370,0.0218
60.2388,0.5000,0.5064,0.0356,0.0367
60.2869,0.5000,0.5086,0.0356,0.0344
60.3418,0.5000,0.5039,0.0195,0.0340
60.3893,0.5000,0.4988,0.0195,0.0256
60.4385,0.5000,0.4974,0.0268,0.0174
60.4865,0.5000,0.4989,0.0268,0.0105
60.5421,0.5000,0.4946,0.0329,0.0267
60.5869,0.5000,0.4987,0.0329,0.0119
60.6375,0.5000,0.4934,0.0180,0.0278
60.6889,0.5000,0.4962,0.0180,0.0154
60.7405,0.5000,0.4949,0.0180,0.0173
60.7880,0.5000,0.4967,0.0262,0.0112
60.8384,0.5000,0.4955,0.0327,0.0156
60.8887,0.5000,0.4979,0.0327,0.0142
60.9375,0.5000,0.4982,0.0303,0.0205
60.9868,0.5000,0.4963,0.0303,0.0209
61.0397,0.5000,0.4997,0.0207,0.0211
61.0866,0.5000,0.4985,0.0207,0.0179
61.1430,0.5000,0.4995,0.0060,0.0127
61.1876,0.5000,0.4994,0.0060,0.0120
61.2393,0.5000,0.4983,-0.0052,0.0070
61.2881,0.5000,0.5000,-0.0052,-0.0013
61.3421,0.5000,0.4994,0.0126,-0.0090
61.3895,0.5000,0.4984,0.0126,-0.0079
61.4381,0.5000,0.4974,0.0250,0.0084
61.4898,0.5000,0.5024,0.0250,0.0107
61.5364,0.5000,0.4967,0.0263,0.0162
61.5868,0.5000,0.4936,0.0263,0.0290
61.6374,0.5000,0.4866,0.0127,0.0294
61.6867,0.5000,0.4871,0.0127,0.0164
61.7394,0.5000,0.4941,0.0252,0.0057
61.7869,0.5000,0.4992,0.0252,0.0090
61.8367,0.5000,0.4981,0.0358,0.0234
61.8936,0.5000,0.4993,0.0358,0.0147
61.9371,0.5000,0.4975,0.0315,0.0341
61.9864,0.5000,0.4900,0.0315,0.0351
62.0389,0.5000,0.4974,0.0173,0.0317
62.0880,0.5000,0.4924,0.0173,0.0229
62.1373,0.5000,0.4950,0.0001,0.0196
62.1876,0.5000,0.4918,0.0001,0.0137
62.2389,0.5000,0.4919,0.0253,-0.0057
62.2901,0.5000,0.4678,0.0253,0.0006
62.3428,0.5000,0.4860,0.0381,0.0165
62.3884,0.5000,0.4715,0.0381,0.0153
62.4373,0.5000,0.4580,0.0461,0.0315
62.4863,0.5000,0.4854,0.0461,0.0277
62.5398,0.5000,0.4824,0.0371,0.0478
62.5871,0.5000,0.4986,0.0371,0.0429
62.6369,0.5000,0.4482,0.0604,0.0477
62.6868,0.5000,0.5220,0.0604,0.0399
62.7377,0.5000,0.4626,0.0719,0.0498
62.7874,0.5000,0.4706,0.0719,0.0758
62.8365,0.5000,0.4751,0.0624,0.0833
62.8873,0.5000,0.4404,0.0624,0.0854
62.9373,0.5000,0.4771,0.0454,0.0659
62.9867,0.5000,0.4751,0.0454,0.0665
63.0368,0.5000,0.4552,0.0271,0.0545
63.0866,0.5000,0.4850,0.0271,0.0467
63.1368,0.5000,0.4480,0.0561,0.0362
63.1868,0.5000,0.4848,0.0561,0.0246
63.2374,0.5000,0.4422,0.0671,0.0632
63.2875,0.5000,0.4982,0.0671,0.0633
63.3517,0.5000,0.4237,0.0585,0.0915
63.3879,0.5000,0.4669,0.0585,0.0650
63.4374,0.5000,0.4840,0.0425,0.0480
63.4887,0.5000,0.4763,0.0425,0.0615
63.5380,0.5000,0.4670,0.0270,0.0509
63.5899,0.5000,0.4972,0.0270,0.0335
63.6368,0.5000,0.4948,0.0648,0.0197
63.6866,0.5000,0.4892,0.0648,0.0279
63.7367,0.5000,0.4861,0.0690,0.0703
63.7909,0.5000,0.4918,0.0690,0.0636
63.8391,0.5000,0.4898,0.0568,0.0775
63.8866,0.5000,0.4896,0.0568,0.0708
63.9380,0.5000,0.4920,0.0835,0.0517
63.9882,0.5000,0.4793,0.0835,0.0625
64.0427,0.5000,0.4669,0.0742,0.0857
64.0869,0.5000,0.4825,0.0742,0.0730
64.1372,0.5000,0.4887,0.0742,0.0794
64.1900,0.5000,0.4918,0.0742,0.0677
64.2383,0.5000,0.4629,0.0667,0.0761
64.2874,0.5000,0.4986,0.0667,0.0676
64.3379,0.5000,0.4687,0.0505,0.0842
64.3870,0.5000,0.4861,0.0505,0.0623
64.4366,0.5000,0.4634,0.0315,0.0580
64.4886,0.5000,0.4843,0.0315,0.0581
64.5373,0.5000,0.4905,0.0291,0.0236
64.5864,0.5000,0.4776,0.0291,0.0402
64.6390,0.5000,0.4912,0.0349,0.0337
64.6865,0.5000,0.4775,0.0349,0.0348
64.7375,0.5000,0.4891,0.0415,0.0331
64.7865,0.5000,0.4670,0.0415,0.0467
64.8401,0.5000,0.4685,0.0421,0.0363
64.8864,0.5000,0.4787,0.0421,0.0434
64.9371,0.5000,0.4920,0.0396,0.0329
64.9888,0.5000,0.4577,0.0396,0.0497
65.0379,0.5000,0.4898,0.0408,0.0320
65.0876,0.5000,0.4826,0.0408,0.0424
65.1416,0.5000,0.4596,0.0323,0.0486
