time_s,actual_x,actual_y,actual_yaw,cte_m
53.0522,2.4634,-5.8999,-1.4714,0.0870
53.1492,2.4670,-5.9395,-1.4846,0.0872
53.2516,2.4709,-5.9899,-1.4980,0.0861
53.3492,2.4730,-6.0216,-1.5055,0.0850
53.4497,2.4758,-6.0718,-1.5133,0.0829
53.5497,2.4775,-6.1026,-1.5168,0.0815
53.6502,2.4799,-6.1532,-1.5200,0.0789
53.7506,2.4821,-6.1997,-1.5221,0.0767
53.8494,2.4833,-6.2253,-1.5230,0.0754
53.9486,2.4856,-6.2736,-1.5235,0.0731
54.0502,2.4874,-6.3136,-1.5236,0.0711
54.1491,2.4893,-6.3535,-1.5238,0.0692
54.2498,2.4912,-6.3933,-1.5242,0.0674
54.3491,2.4930,-6.4332,-1.5247,0.0655
54.4497,2.4949,-6.4730,-1.5250,0.0637
54.5500,2.4959,-6.4931,-1.5248,0.0628
54.6489,2.4984,-6.5430,-1.5245,0.0607
54.7487,2.5009,-6.5929,-1.5240,0.0587
54.8492,2.5030,-6.6328,-1.5237,0.0571
54.9488,2.5054,-6.6824,-1.5223,0.0137
55.0491,2.5074,-6.7220,-1.5210,0.0062
55.1493,2.5096,-6.7617,-1.5199,0.0018
55.2492,2.5123,-6.8115,-1.5184,0.0036
55.3489,2.5144,-6.8509,-1.5161,0.0080
55.4498,2.5171,-6.8914,-1.5097,0.0121
55.5494,2.5201,-6.9311,-1.4997,0.0163
55.6486,2.5242,-6.9796,-1.4853,0.0211
55.7491,2.5279,-7.0182,-1.4746,0.0243
55.8491,2.5310,-7.0478,-1.4681,0.0266
55.9489,2.5364,-7.0924,-1.4593,0.0293
56.0494,2.5409,-7.1254,-1.4534,0.0308
56.1496,2.5446,-7.1545,-1.4507,0.0324
56.2502,2.5510,-7.2031,-1.4466,0.0348
56.3489,2.5550,-7.2323,-1.4444,0.0362
56.4489,2.5615,-7.2810,-1.4406,0.0384
56.5490,2.5655,-7.3103,-1.4388,0.0396
56.6492,2.5709,-7.3494,-1.4367,0.0412
56.7508,2.5762,-7.3880,-1.4352,0.0428
56.8497,2.5813,-7.4252,-1.4350,0.0444
56.9494,2.5877,-7.4735,-1.4369,0.0451
57.0486,2.5927,-7.5127,-1.4390,0.0456
57.1489,2.5964,-7.5420,-1.4409,0.0461
57.2498,2.6025,-7.5906,-1.4451,0.0468
57.3490,2.6073,-7.6293,-1.4485,0.0473
57.4503,2.6118,-7.6674,-1.4530,0.0477
57.5510,2.6162,-7.7050,-1.4558,0.0481
57.6493,2.6203,-7.7417,-1.4591,0.0486
57.7495,2.6257,-7.7904,-1.4644,0.0495
57.8489,2.6286,-7.8188,-1.4681,0.0499
57.9488,2.6324,-7.8567,-1.4744,0.0505
58.0487,2.6359,-7.8941,-1.4829,0.0514
58.1488,2.6382,-7.9223,-1.4896,0.0523
58.2511,2.6404,-7.9505,-1.4961,0.0534
58.3515,2.6431,-7.9883,-1.5041,0.0470
58.4487,2.6455,-8.0316,-1.5113,0.0509
58.5494,2.6488,-8.0951,-1.5143,0.0570
58.7492,2.6531,-8.1612,-1.4958,0.0641
58.8488,2.6559,-8.1968,-1.4883,0.0701
58.9512,2.6591,-8.2347,-1.4884,0.0844
59.0493,2.6621,-8.2735,-1.4944,0.0990
59.1494,2.6654,-8.3208,-1.5105,0.1164
59.2493,2.6674,-8.3594,-1.5306,0.1299
59.3501,2.6685,-8.3984,-1.5575,0.1427
59.4490,2.6685,-8.4364,-1.5865,0.1578
59.5487,2.6674,-8.4728,-1.6181,0.1737
59.6490,2.6658,-8.4995,-1.6439,0.1846
59.7496,2.6626,-8.5346,-1.6810,0.1979
59.8499,2.6566,-8.5811,-1.7233,0.2140
59.9503,2.6522,-8.6078,-1.7498,0.2224
60.0487,2.6432,-8.6525,-1.7882,0.2337
60.1488,2.6344,-8.6898,-1.8212,0.2414
60.2487,2.6225,-8.7325,-1.8658,0.2486
60.3490,2.6111,-8.7675,-1.9064,0.2531
60.4489,2.6018,-8.7931,-1.9379,0.2545
60.5494,2.5881,-8.8268,-1.9796,0.2522
60.6504,2.5774,-8.8506,-2.0086,0.2496
60.7490,2.5621,-8.8817,-2.0460,0.2450
60.8495,2.5422,-8.9184,-2.0868,0.2379
60.9521,2.5262,-8.9456,-2.1169,0.2313
61.0496,2.5107,-8.9703,-2.1459,0.2241
61.1514,2.4940,-8.9953,-2.1738,0.2159
61.2495,2.4766,-9.0199,-2.2012,0.2069
61.3495,2.4555,-9.0479,-2.2322,0.1954
61.4493,2.4375,-9.0704,-2.2580,0.1852
61.5493,2.4206,-9.0906,-2.2806,0.1752
61.6489,2.4034,-9.1102,-2.3029,0.1643
61.7492,2.3861,-9.1291,-2.3242,0.1531
61.8488,2.3644,-9.1517,-2.3474,0.1388
62.0487,2.3319,-9.1837,-2.3793,0.0475
62.2487,2.2974,-9.2157,-2.4083,0.0444
62.3500,2.2821,-9.2293,-2.4235,0.0435
62.5509,2.2527,-9.2541,-2.4498,0.0427
62.6502,2.2364,-9.2673,-2.4699,0.0425
62.8497,2.2029,-9.2930,-2.5089,0.0416
62.9490,2.1866,-9.3048,-2.5277,0.0418
63.0497,2.1517,-9.3283,-2.5660,0.0434
63.1498,2.1253,-9.3450,-2.5888,0.0456
63.2486,2.0956,-9.3629,-2.6134,0.0487
63.3495,2.0603,-9.3828,-2.6386,0.0535
63.4511,2.0365,-9.3956,-2.6510,0.0571
63.5487,1.9990,-9.4153,-2.6652,0.0635
63.6495,1.9689,-9.4307,-2.6725,0.0689
63.7491,1.9454,-9.4425,-2.6750,0.0733
63.8492,1.9174,-9.4565,-2.6786,0.0791
63.9514,1.8868,-9.4720,-2.6768,0.0855
64.0486,1.8561,-9.4875,-2.6744,0.0918
64.1488,1.8258,-9.5029,-2.6686,0.0979
64.2488,1.7886,-9.5221,-2.6607,0.1055
64.3515,1.7597,-9.5374,-2.6514,0.1163
64.4501,1.7310,-9.5532,-2.6417,0.1273
64.5489,1.7113,-9.5642,-2.6336,0.1349
64.6507,1.6896,-9.5764,-2.6247,0.1431
64.7487,1.6576,-9.5949,-2.6095,0.1548
64.8488,1.6261,-9.6138,-2.5940,0.1660
64.9503,1.6074,-9.6254,-2.5842,0.1731
65.0520,1.5830,-9.6409,-2.5715,0.1843
65.1488,1.5652,-9.6524,-2.5618,0.1924
65.2487,1.5318,-9.6748,-2.5455,0.2071
65.3495,1.5153,-9.6862,-2.5378,0.2143
65.4493,1.4946,-9.7006,-2.5289,0.2231
65.5516,1.4703,-9.7179,-2.5152,0.0017
65.6489,1.4458,-9.7359,-2.5016,0.0012
65.7516,1.4281,-9.7493,-2.4903,0.0029
65.8501,1.4089,-9.7641,-2.4802,0.0046
65.9488,1.3895,-9.7795,-2.4672,0.0060
66.0498,1.3705,-9.7950,-2.4562,0.0071
66.1504,1.3511,-9.8113,-2.4462,0.0127
66.2499,1.3329,-9.8267,-2.4362,0.0187
66.3496,1.3157,-9.8416,-2.4272,0.0242
66.4485,1.2948,-9.8601,-2.4154,0.0306
66.6493,1.2668,-9.8856,-2.4004,0.0389
66.8497,1.2382,-9.9123,-2.3851,0.0471
66.9489,1.2176,-9.9321,-2.3718,0.0580
67.0514,1.2027,-9.9467,-2.3616,0.0665
67.1518,1.1833,-9.9663,-2.3495,0.0772
67.2502,1.1683,-9.9817,-2.3396,0.0854
67.3494,1.1536,-9.9970,-2.3286,0.0934
67.4492,1.1358,-10.0161,-2.3133,0.1028
67.5498,1.1218,-10.0315,-2.3030,0.1101
67.6499,1.1052,-10.0503,-2.2859,0.1186
67.8498,1.0834,-10.0762,-2.2591,0.1339
67.9506,1.0691,-10.0939,-2.2392,0.1455
68.0488,1.0545,-10.1128,-2.2195,0.1571
68.2493,1.0321,-10.1434,-2.1871,0.1747
68.4495,1.0109,-10.1745,-2.1550,0.1912
68.6492,0.9912,-10.2053,-2.1225,0.2060
68.8498,0.9751,-10.2322,-2.0963,0.2182
69.0486,0.9577,-10.2634,-2.0643,0.2346
69.2494,0.9440,-10.2895,-2.0429,0.0493
69.4492,0.9320,-10.3140,-2.0281,0.0508
69.6500,0.9172,-10.3451,-2.0082,0.0521
69.8487,0.9015,-10.3801,-1.9826,0.0528
69.9491,0.8910,-10.4047,-1.9641,0.0528
70.1500,0.8737,-10.4486,-1.9322,0.0549
70.2487,0.8650,-10.4721,-1.9169,0.0596
70.3489,0.8571,-10.4946,-1.9029,0.0638
70.4516,0.8467,-10.5258,-1.8845,0.0690
70.6498,0.8335,-10.5681,-1.8601,0.0751
70.7501,0.8262,-10.5934,-1.8453,0.0782
70.8503,0.8192,-10.6192,-1.8291,0.0821
70.9493,0.8125,-10.6454,-1.8143,0.0906
71.0489,0.8048,-10.6784,-1.7951,0.1008
71.1492,0.7976,-10.7116,-1.7748,0.1105
71.2488,0.7923,-10.7388,-1.7555,0.1179
71.3507,0.7875,-10.7657,-1.7356,0.1247
71.4488,0.7833,-10.7925,-1.7183,0.1310
71.5489,0.7794,-10.8199,-1.7017,0.1384
71.6501,0.7752,-10.8546,-1.6796,0.1526
71.7491,0.7724,-10.8827,-1.6624,0.1641
71.8508,0.7706,-10.9035,-1.6506,0.1722
71.9493,0.7681,-10.9387,-1.6319,0.1856
72.0494,0.7667,-10.9661,-1.6165,0.1955
72.1489,0.7654,-11.0012,-1.5948,0.2076
72.2489,0.7650,-11.0295,-1.5770,0.2171
72.3488,0.7651,-11.0580,-1.5565,0.2288
72.4502,0.7658,-11.0865,-1.5376,0.2426
72.5487,0.7666,-11.1077,-1.5230,0.2531
72.6487,0.7689,-11.1449,-1.4949,0.2709
72.7486,0.7715,-11.1744,-1.4722,0.0308
72.8499,0.7748,-11.2050,-1.4461,0.0234
72.9492,0.7790,-11.2355,-1.4199,0.0250
73.0511,0.7841,-11.2663,-1.3925,0.0257
73.1490,0.7918,-11.3049,-1.3571,0.0255
73.2494,0.7993,-11.3372,-1.3281,0.0242
73.3499,0.8081,-11.3708,-1.2964,0.0280
73.4494,0.8184,-11.4051,-1.2619,0.0315
73.5490,0.8295,-11.4381,-1.2274,0.0338
73.6490,0.8416,-11.4702,-1.1887,0.0348
73.7493,0.8551,-11.5021,-1.1517,0.0384
73.8497,0.8694,-11.5326,-1.1146,0.0437
73.9493,0.8851,-11.5631,-1.0782,0.0477
74.0489,0.9017,-11.5930,-1.0415,0.0506
74.1493,0.9198,-11.6225,-1.0034,0.0527
74.2490,0.9395,-11.6523,-0.9654,0.0600
74.3502,0.9603,-11.6813,-0.9294,0.0661
74.4497,0.9804,-11.7073,-0.8953,0.0707
74.5492,0.9983,-11.7291,-0.8725,0.0737
74.6497,1.0205,-11.7548,-0.8404,0.0784
74.7495,1.0446,-11.7808,-0.8078,0.0868
74.8486,1.0698,-11.8064,-0.7775,0.0943
74.9491,1.0960,-11.8313,-0.7476,0.1007
75.0504,1.1305,-11.8622,-0.7155,0.1078
75.1491,1.1585,-11.8859,-0.6932,0.1139
75.2491,1.1962,-11.9160,-0.6621,0.1205
75.3489,1.2262,-11.9388,-0.6398,0.1248
75.4497,1.2568,-11.9611,-0.6202,0.1284
75.5488,1.2945,-11.9872,-0.6020,0.1316
75.6490,1.3193,-12.0040,-0.5910,0.1334
75.7493,1.3584,-12.0296,-0.5752,0.1355
75.8486,1.3825,-12.0450,-0.5692,0.1365
75.9489,1.4146,-12.0653,-0.5609,0.1375
76.0496,1.4481,-12.0860,-0.5525,0.1383
76.1486,1.4890,-12.1109,-0.5422,0.1387
76.2489,1.5223,-12.1305,-0.5354,0.1387
76.3512,1.5477,-12.1451,-0.5309,0.0209
76.4487,1.5895,-12.1690,-0.5218,0.0213
76.5488,1.6240,-12.1887,-0.5142,0.0217
76.6500,1.6567,-12.2068,-0.5088,0.0217
76.7503,1.6822,-12.2211,-0.5043,0.0216
76.8497,1.7159,-12.2392,-0.5011,0.0211
76.9507,1.7506,-12.2581,-0.4989,0.0207
77.0491,1.7858,-12.2771,-0.4980,0.0202
77.1494,1.8207,-12.2962,-0.4993,0.0199
77.2492,1.8642,-12.3202,-0.5014,0.0196
77.3489,1.8990,-12.3395,-0.5031,0.0196
77.4486,1.9430,-12.3641,-0.5056,0.0197
77.5489,1.9694,-12.3789,-0.5065,0.0198
77.6497,2.0134,-12.4034,-0.5082,0.0198
77.7490,2.0396,-12.4181,-0.5089,0.0199
77.8493,2.0746,-12.4378,-0.5099,0.0200
77.9486,2.1268,-12.4670,-0.5100,0.0201
78.0512,2.1617,-12.4865,-0.5101,0.0202
78.1490,2.1966,-12.5061,-0.5101,0.0203
78.2491,2.2317,-12.5256,-0.5095,0.0202
78.3496,2.2669,-12.5450,-0.5088,0.0201
78.4494,2.3020,-12.5645,-0.5081,0.0200
78.5490,2.3371,-12.5840,-0.5074,0.0200
78.6488,2.3720,-12.6033,-0.5066,0.0198
78.7495,2.4069,-12.6225,-0.5060,0.0197
78.8494,2.4419,-12.6418,-0.5058,0.0195
78.9491,2.4768,-12.6612,-0.5057,0.0194
79.0492,2.5118,-12.6805,-0.5055,0.0193
79.1488,2.5468,-12.6999,-0.5055,0.0192
79.2488,2.5993,-12.7289,-0.5055,0.0190
79.3510,2.6342,-12.7483,-0.5052,0.0189
79.4499,2.6692,-12.7675,-0.5048,0.0187
79.5489,2.7129,-12.7916,-0.5046,0.0185
79.6488,2.7480,-12.8109,-0.5042,0.0182
79.7493,2.7832,-12.8302,-0.5037,0.0180
79.8491,2.8183,-12.8495,-0.5033,0.0177
79.9494,2.8535,-12.8688,-0.5028,0.0372
80.0488,2.8887,-12.8881,-0.5023,0.0371
80.1490,2.9238,-12.9073,-0.5022,0.0371
80.2488,2.9588,-12.9266,-0.5022,0.0370
80.3489,2.9939,-12.9458,-0.5022,0.0370
80.4518,3.0464,-12.9745,-0.5010,0.0369
80.5492,3.0725,-12.9887,-0.4998,0.0368
80.6500,3.1072,-13.0074,-0.4977,0.0365
80.8488,3.1686,-13.0398,-0.4947,0.0353
80.9489,3.2132,-13.0631,-0.4928,0.0344
81.0493,3.2400,-13.0771,-0.4915,0.0337
81.1488,3.2757,-13.0959,-0.4900,0.0330
81.2495,3.3114,-13.1147,-0.4884,0.0323
81.3489,3.3471,-13.1336,-0.4868,0.0317
81.4492,3.3913,-13.1568,-0.4857,0.0308
81.5489,3.4357,-13.1800,-0.4849,0.0298
81.6491,3.4623,-13.1939,-0.4845,0.0291
81.7488,3.5066,-13.2171,-0.4840,0.0282
81.8487,3.5419,-13.2357,-0.4836,0.0275
81.9487,3.5772,-13.2542,-0.4836,0.0267
82.0493,3.6126,-13.2728,-0.4835,0.0260
82.1489,3.6480,-13.2915,-0.4834,0.0253
82.2490,3.6834,-13.3102,-0.4838,0.0248
82.3512,3.7189,-13.3290,-0.4843,0.0242
82.4488,3.7454,-13.3432,-0.4846,0.0238
82.5495,3.7896,-13.3666,-0.4850,0.0231
82.6521,3.8337,-13.3900,-0.4857,0.0224
82.7494,3.8601,-13.4040,-0.4861,0.0219
82.8488,3.8866,-13.4180,-0.4863,0.0214
82.9493,3.9307,-13.4413,-0.4866,0.0207
83.0501,3.9749,-13.4647,-0.4867,0.0200
83.1488,4.0102,-13.4835,-0.4868,0.0194
83.2490,4.0543,-13.5069,-0.4871,0.0187
83.3490,4.0807,-13.5209,-0.4875,0.0183
83.4494,4.1247,-13.5442,-0.4882,0.0176
83.5488,4.1512,-13.5585,-0.4885,0.0292
83.6496,4.1953,-13.5824,-0.4893,0.0284
83.7532,4.2218,-13.5968,-0.4902,0.0280
83.8490,4.2573,-13.6162,-0.4921,0.0276
83.9492,4.2927,-13.6357,-0.4953,0.0272
84.0495,4.3282,-13.6553,-0.4986,0.0269
84.1509,4.3718,-13.6795,-0.5022,0.0267
84.2490,4.4077,-13.6998,-0.5061,0.0268
84.3523,4.4337,-13.7145,-0.5106,0.0270
84.4510,4.4775,-13.7396,-0.5188,0.0275
84.5496,4.5034,-13.7547,-0.5233,0.0280
84.6500,4.5385,-13.7755,-0.5290,0.0290
84.7491,4.5644,-13.7909,-0.5338,0.0297
84.8490,4.5994,-13.8118,-0.5380,0.0308
84.9495,4.6419,-13.8378,-0.5418,0.0327
85.0501,4.6679,-13.8535,-0.5440,0.0337
85.1485,4.7109,-13.8799,-0.5463,0.0356
85.2496,4.7451,-13.9009,-0.5469,0.0372
85.3496,4.7793,-13.9218,-0.5471,0.0388
85.4499,4.8219,-13.9476,-0.5467,0.0404
85.5514,4.8632,-13.9726,-0.5448,0.0420
85.6490,4.8942,-13.9914,-0.5421,0.0432
85.7519,4.9170,-14.0050,-0.5402,0.0440
85.8490,4.9479,-14.0234,-0.5367,0.0450
85.9491,4.9830,-14.0442,-0.5318,0.0459
86.0491,5.0106,-14.0600,-0.5301,0.0461
86.1501,5.0292,-14.0704,-0.5290,0.0461
86.2497,5.0604,-14.0882,-0.5285,0.0465
86.3494,5.0834,-14.1016,-0.5285,0.0468
86.4496,5.1101,-14.1172,-0.5297,0.0474
86.5510,5.1351,-14.1321,-0.5335,0.0482
86.6496,5.1536,-14.1432,-0.5369,0.0488
86.7490,5.1789,-14.1586,-0.5426,0.0498
86.8489,5.2051,-14.1749,-0.5478,0.0509
86.9511,5.2303,-14.1907,-0.5536,0.0516
87.0501,5.2609,-14.2102,-0.5619,0.0526
87.1509,5.2908,-14.2295,-0.5710,0.0149
87.2489,5.3147,-14.2451,-0.5782,0.0124
87.3493,5.3370,-14.2600,-0.5858,0.0099
87.4497,5.3637,-14.2780,-0.5914,0.0066
